#Organism group,Strain,Isolate identifiers,Serovar,Isolate,Create date,Location,Isolation source,Isolation type,SNP cluster,Min-same,Min-diff,BioSample,Assembly,AMR genotypes,Computed types
"Campylobacter jejuni","FSIS12034540","""FSIS12034540"",""SRS7668769""",,"PDT000882733.1","2020-11-08T07:23:16Z","USA:TX","animal-chicken-young chicken","environmental/other",,,,"SAMN16703326","GCA_015279485.1","50S_L22_A103V=POINT,ant(6)-Ia=PARTIAL,aph(3')-IIIa=COMPLETE,blaOXA-460=COMPLETE,sat4=COMPLETE,tet(O)=COMPLETE",
"Campylobacter jejuni","FSIS22029568","""FSIS22029568"",""SRS7677799""",,"PDT000884868.1","2020-11-10T12:26:07Z","USA:TX","raw intact chicken","environmental/other",,,,"SAMN16710189","GCA_015342685.1","blaOXA-193=COMPLETE,blaOXA=PARTIAL_END_OF_CONTIG,tet(O)=COMPLETE",
"Campylobacter jejuni","FSIS12035454","""FSIS12035454"",""SRS7704007""",,"PDT000888825.1","2020-11-12T21:29:35Z","USA:TX","animal-cattle-heifer","environmental/other",,,,"SAMN16784409","GCA_015442065.1","blaOXA-193=COMPLETE",
"Campylobacter jejuni","FSIS12035256","""FSIS12035256"",""SRS7723745""",,"PDT000891404.1","2020-11-16T22:24:35Z","USA:TX","chicken carcass","environmental/other",,,,"SAMN16811275","GCA_015529975.1","aph(3')-IIIa=COMPLETE,blaOXA-184=COMPLETE,tet(O)=COMPLETE",
"Campylobacter jejuni","FSIS12035439","""FSIS12035439"",""SRS7776958""",,"PDT000897857.1","2020-11-25T18:29:10Z","USA:TX","animal-cattle-steer","environmental/other",,,,"SAMN16912553","GCA_015920865.1","blaOXA-193=COMPLETE",
"Campylobacter jejuni","FSIS12035862","""FSIS12035862"",""SRS7823507""",,"PDT000901955.1","2020-12-03T00:24:24Z","USA:TX","chicken carcass","environmental/other",,,,"SAMN16984600","GCA_015860745.1",,
"Campylobacter jejuni","FSIS12036708","""FSIS12036708"",""SRS8018060""",,"PDT000931595.1","2021-01-12T22:29:40Z","USA:TX","Animal-Swine-Sow (cecal)","environmental/other",,,,"SAMN17298169","GCA_016627445.1","blaOXA=COMPLETE,tet(O)=COMPLETE",
"Campylobacter jejuni","FSIS22030123","""FSIS22030123"",""SRS8083518""",,"PDT000938920.1","2021-01-21T00:27:47Z","USA:TX","raw intact chicken","environmental/other",,,,"SAMN17391645","GCA_017251115.1","blaOXA-193=COMPLETE,tet(O)=COMPLETE",
"Campylobacter jejuni","FSIS12036725","""FSIS12036725"",""SRS8132118""",,"PDT000942229.1","2021-01-27T17:25:47Z","USA:TX","Animal-Cattle-Heifer (cecal)","environmental/other",,,,"SAMN17578493","GCA_017205575.1","blaOXA-193=COMPLETE,gyrA_T86I=POINT",
"Campylobacter jejuni","FSIS12137524","""FSIS12137524"",""SRS8238228""",,"PDT000954279.1","2021-02-11T21:24:18Z","USA:TX","raw intact chicken","environmental/other",,,,"SAMN17868368","GCA_017037095.1","gyrA_T86V=POINT",
"Campylobacter jejuni","FSIS12139068","""FSIS12139068"",""SRS8695903""",,"PDT001005003.1","2021-04-13T16:29:19Z","USA:TX","Animal-Cattle-Steer (cecal)","environmental/other",,,,"SAMN18733915","GCA_017932775.1","blaOXA-193=COMPLETE,gyrA_T86I=POINT",
"Campylobacter jejuni","FSIS12139376","""FSIS12139376"",""SRS8774612""",,"PDT001014507.1","2021-04-26T17:29:05Z","USA:TX","chicken carcass","environmental/other",,,,"SAMN18872192","GCA_018179915.1","blaOXA-460=COMPLETE,tet(O)=COMPLETE",
"Campylobacter jejuni","TTU_481","""CFSAN092946"",""SRS4673259"",""TTU_481""",,"PDT001047416.2","2021-06-10T04:59:39Z","USA:TX","poultry rinse","environmental/other",,,,"SAMN11507371","GCA_018476705.2","50S_L22_A103V=POINT,ant(6)-Ia=PARTIAL,blaOXA=PARTIAL_END_OF_CONTIG,sat4=COMPLETE,tet(O)=COMPLETE",
"Campylobacter jejuni","TTU_600","""CFSAN098282"",""SRS5361503"",""TTU_600""",,"PDT001048520.1","2021-05-26T03:08:35Z","USA:TX","canine feces","environmental/other",,,,"SAMN12715383","GCA_018500355.1","blaOXA=HMM,rpsL_K88R=POINT",
"Campylobacter jejuni","TTU_507","""CFSAN092972"",""SRS4667535"",""TTU_507""",,"PDT001048538.1","2021-05-26T03:11:17Z","USA:TX","Cattle feces","environmental/other",,,,"SAMN11491061","GCA_018500685.1","blaOXA-193=COMPLETE",
"Campylobacter jejuni","TTU_568","""CFSAN092988"",""SRS4705342"",""TTU_568""",,"PDT001048556.1","2021-05-26T03:13:53Z","USA:TX","Swine feces","environmental/other",,,,"SAMN11539529","GCA_018501085.1","50S_L22_A103V=POINT,ant(6)-Ia=PARTIAL,aph(3')-IIIa=COMPLETE,blaOXA=COMPLETE,rpsL_K43R=POINT,sat4=COMPLETE,tet(O)=COMPLETE",
"Campylobacter jejuni","FSIS12139981","""FSIS12139981"",""SRS9090018""",,"PDT001049626.1","2021-05-28T21:25:10Z","USA:TX","chicken carcass","environmental/other",,,,"SAMN19405363","GCA_018808545.1","aph(3')-IIIa=COMPLETE,blaOXA-184=COMPLETE,gyrA_T86I=POINT,tet(O)=COMPLETE",
"Campylobacter jejuni","FSIS12140145","""FSIS12140145"",""SRS9167032""",,"PDT001065362.1","2021-06-09T22:30:11Z","USA:TX","Animal-Cattle-Beef Cow (cecal)","environmental/other",,,,"SAMN19642235","GCA_018834485.1","blaOXA=COMPLETE",
"Campylobacter jejuni","FSIS22131646","""FSIS22131646"",""SRS9180602""",,"PDT001066681.1","2021-06-11T05:28:56Z","USA:TX","chicken carcass","environmental/other",,,,"SAMN19659116","GCA_018838695.1",,
"Campylobacter jejuni","FSIS12141221","""FSIS12141221"",""SRS9540175""",,"PDT001092905.1","2021-07-19T23:31:50Z","USA:TX","raw intact chicken","environmental/other",,,,"SAMN20308172","GCA_019284865.1",,
