#Organism group,Strain,Isolate identifiers,Serovar,Isolate,Create date,Location,Isolation source,Isolation type,SNP cluster,Min-same,Min-diff,BioSample,Assembly,AMR genotypes,Computed types
"Listeria monocytogenes","CFSAN061687","""CFSAN061687"",""SRS2113158""",,"PDT000201022.3","2017-04-18T15:42:09Z","USA:RI","environmental swab","environmental/other",,,,"SAMN06555538","GCA_004404605.1","abc-f=HMM,fosX=COMPLETE,lin=COMPLETE,vanC=PARTIAL_END_OF_CONTIG,vanR=COMPLETE,vanT=PARTIAL_END_OF_CONTIG,vanXY-C=COMPLETE",
"Listeria monocytogenes","PNUSAL003756","""PNUSAL003756"",""SRS2907682""","not typed","PDT000283892.2","2018-02-02T01:45:28Z","USA:RI","Shred. Red Cabbage","environmental/other",,,,"SAMN08448785","GCA_004631575.1","fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","FSIS1504888","""FSIS1504888"",""SRS1193200""",,"PDT000096633.2","2015-12-08T01:20:12Z","USA:CT","RTE Product-Kielbasa","environmental/other",,,,"SAMN04321469","GCA_004644285.1","abc-f=HMM,fosX=COMPLETE,lin=COMPLETE,tet(M)=COMPLETE",
"Listeria monocytogenes","ARS-CC9322","""ARS-CC9322"",""CFSAN048393"",""SRS1438146""",,"PDT000130414.2","2016-05-16T14:17:57Z","USA:VT","milk filter","environmental/other",,,,"SAMN04575427","GCA_004671345.1","abc-f=HMM,fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","ARS-CC9326","""ARS-CC9326"",""CFSAN048397"",""SRS1462418""",,"PDT000131642.2","2016-05-23T15:14:09Z","USA:VT","milk filter","environmental/other",,,,"SAMN04575431","GCA_004672905.1","abc-f=HMM,fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","ARS-CC9328","""ARS-CC9328"",""CFSAN048399"",""SRS1462420""",,"PDT000131644.2","2016-05-23T15:14:09Z","USA:VT","milk","environmental/other",,,,"SAMN04575433","GCA_004672945.1","abc-f=HMM,fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","FDA594444","""CFSAN020415"",""FDA00005877"",""FDA594444"",""SRS4462691""",,"PDT000474234.1","2019-03-07T18:59:23Z","USA:MA","frozen breakfast sausage and egg sandwich","environmental/other",,,,"SAMN02922133","GCA_004536005.1","fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","FDA499142 38-1","""CFSAN020957"",""FDA00006419"",""FDA499142 38-1"",""SRS4236227""",,"PDT000432509.1","2019-01-09T17:53:54Z","USA:MA","environmental swab","environmental/other",,,,"SAMN02922681","GCA_004412785.1","abc-f=HMM,fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","FDA1166292-S098-001","""CFSAN116704"",""FDA1166292-S098-001"",""SRS10523950""",,"PDT001148358.1","2021-10-11T02:26:35Z","USA:ME","environmental swabs","environmental/other",,,,"SAMN22208792","GCA_020408465.1","fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","PNUSAL005213","""PNUSAL005213"",""SRS5199789""",,"PDT000554109.1","2019-08-02T18:31:25Z","USA:CT","Squash, green and yellow","environmental/other",,,,"SAMN12436592","GCA_007890985.1","abc-f=HMM,fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","CFSAN095633","""CFSAN095633"",""SRS5090540""",,"PDT000542552.1","2019-07-12T17:31:37Z","USA:CT","red leaf lettuce lose","environmental/other",,,,"SAMN12262238","GCA_007464435.1","fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","PNUSAL005065","""PNUSAL005065"",""SRS5101794""",,"PDT000544405.1","2019-07-16T00:42:06Z","USA:MA","Zucchini","environmental/other",,,,"SAMN12279986","GCA_007466335.1","fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","PNUSAL005028","""PNUSAL005028"",""SRS5042473""",,"PDT000537084.1","2019-07-02T15:32:09Z","USA:MA","Zucchini","environmental/other",,,,"SAMN12185586","GCA_007448805.1","fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","FDA556909","""CFSAN021403"",""FDA00006865"",""FDA556909"",""SRS6065999""",,"PDT000671119.1","2020-01-27T17:13:38Z","USA:MA","environmental swab","environmental/other",,,,"SAMN02923119","GCA_010069465.1","fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","FDA537522 7-1","""CFSAN021030"",""FDA00006492"",""FDA537522 7-1"",""SRS6066328""",,"PDT000671146.1","2020-01-27T17:13:49Z","USA:CT","environmental swab","environmental/other",,,,"SAMN02922752","GCA_010069565.1","fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","FDA537522 46-1","""CFSAN021404"",""FDA00006866"",""FDA537522 46-1"",""SRS6066358""",,"PDT000671155.1","2020-01-27T18:12:56Z","USA:CT","environmental swab","environmental/other",,,,"SAMN02923120","GCA_010069795.1","abc-f=HMM,fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","FDA616808 35-2","""CFSAN019942"",""FDA00005404"",""FDA616808 35-2"",""SRS5039987""",,"PDT000536813.1","2019-07-01T19:32:21Z","USA:RI","environmental swab","environmental/other",,,,"SAMN02921661","GCA_007446505.1","fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","FDA616808 31-1","""CFSAN000800"",""FDA00007511"",""FDA616808 31-1"",""SRS5040011""",,"PDT000536822.1","2019-07-01T19:32:23Z","USA:RI","environmental swab","environmental/other",,,,"SAMN02937471","GCA_007446645.1","abc-f=HMM,fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","L7-1336","""CFSAN094070"",""L7-1336"",""SRS4884305""",,"PDT000518166.1","2019-06-06T16:51:06Z","USA:CT","soil","environmental/other",,,,"SAMN11962685","GCA_006353275.1","abc-f=HMM,fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","FM21-156","""FM21-156"",""PNUSAL011393"",""SRS10180997""",,"PDT001131139.1","2021-09-16T21:33:03Z","USA:RI","environmental swab","environmental/other",,,,"SAMN21461635","GCA_020014315.1","abc-f=HMM,fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","FDA1115788-S028-006","""CFSAN114538"",""FDA1115788-S028-006"",""SRS10082934""",,"PDT001125680.1","2021-09-08T20:32:07Z","USA:CT","environmental swab sponge","environmental/other",,,,"SAMN21357991","GCA_019907395.1","fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","FM21-240","""FM21-240"",""PNUSAL012697"",""SRS11398079""",,"PDT001211523.1","2021-12-24T22:34:39Z","USA:RI","Drain","environmental/other",,,,"SAMN24387259","GCA_021281925.1","abc-f=HMM,fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","PNUSAL015004","""22-021259-BAC-01"",""PNUSAL015004"",""SRS14954479""",,"PDT001408002.1","2022-09-01T22:38:19Z","USA:VT","turkey","environmental/other",,,,"SAMN30633935","GCA_024850045.1","abc-f=HMM,fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","PNUSAL015003","""22-021258-BAC-01"",""PNUSAL015003"",""SRS14954481""",,"PDT001408005.1","2022-09-01T22:38:19Z","USA:VT","turkey","environmental/other",,,,"SAMN30633931","GCA_024849925.1","fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","FDA1137707-S059-006","""CFSAN119313"",""FDA1137707-S059-006"",""SRS11838573""",,"PDT001235383.1","2022-02-01T01:36:53Z","USA:NH","environmental swab farm","environmental/other",,,,"SAMN25002857","GCA_021762525.1","abc-f=HMM,fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","PNUSAL013433","""22-008248-BAC-01"",""PNUSAL013433"",""SRS12275134""",,"PDT001270556.1","2022-03-18T20:34:20Z","USA:VT","beef","clinical",,,,"SAMN26723021","GCA_022628835.1","abc-f=HMM,fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","PNUSAL013899","""22-014941-BAC-01"",""PNUSAL013899"",""SRS13029995""",,"PDT001310413.1","2022-05-17T23:47:50Z","USA:VT","Pork","clinical",,,,"SAMN28495187","GCA_023497525.1","fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","FSIS32207452","""FSIS32207452"",""SRS14346040""",,"PDT001373059.1","2022-07-28T19:41:34Z","USA:MA","RTE Product","environmental/other",,,,"SAMN30024540","GCA_024491235.1","fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","PNUSAL001874","""PNUSAL001874"",""SRS1174599""","1/2a","PDT000095150.2","2015-11-23T21:20:01Z","USA:MA",,"environmental/other","PDS000024306.1",2,2,"SAMN04287746","GCA_004643985.1","abc-f=HMM,fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","PNUSAL001876","""PNUSAL001876"",""SRS1174606""","1/2a","PDT000095151.2","2015-11-23T21:20:01Z","USA:MA",,"environmental/other","PDS000024306.1",3,1,"SAMN04287747","GCA_004644035.1","abc-f=HMM,fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","CFSAN042087","""CFSAN042087"",""SRS1277564""",,"PDT000105740.2","2016-02-05T20:23:46Z","USA:MA","pasta salad","environmental/other","PDS000024306.1",2,2,"SAMN04325056","GCA_004651925.1","abc-f=HMM,fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","PNUSAL005214","""PNUSAL005214"",""SRS5199790""",,"PDT000554110.1","2019-08-02T18:31:25Z","USA:CT","Squash, green and yellow","environmental/other","PDS000090530.2",30,31,"SAMN12436591","GCA_007891045.1","abc-f=HMM,fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","PNUSAL003982","""PNUSAL003982"",""SRS3347385""",,"PDT000320712.2","2018-05-29T15:02:06Z","USA:CT","retail frozen broccoli","environmental/other","PDS000020457.4",6,,"SAMN09273936","GCA_004709035.1","fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","PNUSAL003983","""PNUSAL003983"",""SRS3347393""",,"PDT000320713.2","2018-05-29T15:02:06Z","USA:CT","retail frozen broccoli","environmental/other","PDS000020457.4",5,,"SAMN09273938","GCA_004709055.1","fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","PNUSAL003995","""PNUSAL003995"",""SRS3386165""",,"PDT000324531.1","2018-06-06T16:04:02Z","USA:CT","retail frozen broccoli","environmental/other","PDS000020457.4",4,,"SAMN09375147","GCA_003592385.1","fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","PNUSAL003993","""PNUSAL003993"",""SRS3425134""",,"PDT000331844.1","2018-06-18T17:06:02Z","USA:CT","retail frozen broccoli","environmental/other","PDS000020457.4",4,,"SAMN09435864","GCA_003593625.1","fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","PNUSAL003994","""PNUSAL003994"",""SRS3425135""",,"PDT000331845.1","2018-06-18T17:06:02Z","USA:CT","retail frozen broccoli","environmental/other","PDS000020457.4",6,,"SAMN09435866","GCA_003593545.1","fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","PNUSAL012970","""21-041823-BAC-01"",""PNUSAL012111"",""PNUSAL012970"",""SRS10979590""",,"PDT001171564.1","2021-11-08T17:28:48Z","USA:VT","Pork","clinical","PDS000098592.2",1,,"SAMN22978759","GCA_020847815.1","abc-f=HMM,fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","PNUSAL012969","""21-041822-BAC-01"",""PNUSAL012110"",""PNUSAL012969"",""SRS10984089""",,"PDT001171568.1","2021-11-08T18:29:29Z","USA:VT","Pork","clinical","PDS000098592.2",2,,"SAMN22978749","GCA_020804365.1","abc-f=HMM,fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","PNUSAL013454","""22-008269-BAC-01"",""PNUSAL013454"",""SRS12275131""",,"PDT001270553.1","2022-03-18T20:34:19Z","USA:VT","Pork","clinical","PDS000098592.2",1,,"SAMN26723016","GCA_022628735.1","abc-f=HMM,fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","PNUSAL013455","""22-008270-BAC-01"",""PNUSAL013455"",""SRS12275137""",,"PDT001270559.1","2022-03-18T20:34:21Z","USA:VT","Pork","clinical","PDS000098592.2",1,,"SAMN26723002","GCA_022629875.1","abc-f=HMM,fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","PNUSAL000351","""PNUSAL000351"",""SRS500133""",,"PDT000001250.3","2013-11-19T18:10:34Z","USA:NH","seafood salad","environmental/other","PDS000025311.254",1,11,"SAMN02400161","GCA_004405265.1","abc-f=HMM,fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","PNUSAL000352","""PNUSAL000352"",""SRS500134""",,"PDT000001251.3","2013-11-19T18:10:34Z","USA:NH","chicken salad","environmental/other","PDS000025311.254",1,12,"SAMN02400162","GCA_004430615.1","abc-f=HMM,fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","CFSAN018269","""CFSAN018269"",""SRS638598""",,"PDT000032636.3","2014-06-16T21:04:27Z","USA:CT","beef blend dog food","environmental/other","PDS000025311.254",17,18,"SAMN02850660","GCA_004517445.1","abc-f=HMM,fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","CFSAN041541","""CFSAN041541"",""SRS1173195""",,"PDT000095107.2","2015-11-23T15:19:56Z","USA:RI","environmental","environmental/other","PDS000025311.254",7,7,"SAMN04244464","GCA_004641625.1","abc-f=HMM,fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","CFSAN004331","""CFSAN004331"",""NRRL B-33447"",""SRS856913""","1/2a","PDT000102714.3","2016-01-21T16:24:20Z","USA:CT","pepper","environmental/other","PDS000025311.254",8,1,"SAMN03354356","GCA_004712965.1","abc-f=HMM,fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","FDA1115249-042-004","""CFSAN103180"",""FDA00015021"",""FDA1115249-042-004"",""SRS5945670""",,"PDT000655269.1","2020-01-06T17:26:32Z","USA:MA","environmental swab","environmental/other","PDS000025311.254",20,21,"SAMN13739205","GCA_010035305.1","abc-f=HMM,fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","PNUSAL012965","""21-041818-BAC-01"",""PNUSAL012106"",""PNUSAL012965"",""SRS10979041""",,"PDT001171553.1","2021-11-08T16:27:37Z","USA:VT","Hot Dog","clinical","PDS000024657.64",2,22,"SAMN22978760","GCA_020803455.1","fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","PNUSAL012964","""21-041817-BAC-01"",""PNUSAL012105"",""PNUSAL012964"",""SRS10984100""",,"PDT001171578.1","2021-11-08T18:29:31Z","USA:VT","Hot Dog","clinical","PDS000024657.64",2,22,"SAMN22978750","GCA_020804075.1","fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","CFSAN003418","""CFSAN003418"",""NRRL B-57569"",""SRS856915""","1/2a","PDT000102715.3","2016-01-21T16:24:20Z","USA:CT","alfalfa sprout","environmental/other","PDS000000308.30",1,1,"SAMN02419859","GCA_004713625.1","abc-f=HMM,fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","FDA507438-1","""CFSAN020524"",""FDA00005986"",""FDA507438-1"",""SRS1580297""",,"PDT000140184.3","2018-11-13T19:48:03Z","USA:CT","alfalfa sprout","environmental/other","PDS000000308.30",0,2,"SAMN02922242","GCA_004129615.1","abc-f=HMM,fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","FDA507438-5","""CFSAN020525"",""FDA00005987"",""FDA507438-5"",""SRS1580298""",,"PDT000140185.2","2016-07-22T21:18:21Z","USA:CT","alfalfa sprout","environmental/other","PDS000000308.30",1,3,"SAMN02922243","GCA_004420965.1","abc-f=HMM,fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","FDA507439-1","""CFSAN020526"",""FDA00005988"",""FDA507439-1"",""SRS1580299""",,"PDT000140186.2","2016-07-22T21:18:21Z","USA:CT","alfalfa sprout","environmental/other","PDS000000308.30",2,2,"SAMN02922244","GCA_004518445.1","abc-f=HMM,fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","FDA507439-7","""CFSAN020527"",""FDA00005989"",""FDA507439-7"",""SRS1580300""",,"PDT000140187.3","2018-11-08T17:45:33Z","USA:CT","alfalfa sprout","environmental/other","PDS000000308.30",1,1,"SAMN02922245","GCA_004458915.1","abc-f=HMM,fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","FDA507443","""CFSAN020528"",""FDA00005990"",""FDA507443"",""SRS1580301""",,"PDT000140188.2","2016-07-22T21:18:21Z","USA:CT","alfalfa clover sprout in line","environmental/other","PDS000000308.30",1,1,"SAMN02922246","GCA_004390705.1","abc-f=HMM,fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","FDA524844","""CFSAN020546"",""FDA00006008"",""FDA524844"",""SRS1580302""",,"PDT000140189.2","2016-07-22T21:18:21Z","USA:CT","crunchy sprout blend","environmental/other","PDS000000308.30",3,3,"SAMN02922264","GCA_004518405.1","abc-f=HMM,fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","FDA524840-2","""CFSAN020545"",""FDA00006007"",""FDA524840-2"",""SRS1580303""",,"PDT000140190.2","2016-07-22T21:18:21Z","USA:CT","broccosprout blend","environmental/other","PDS000000308.30",0,1,"SAMN02922263","GCA_004518785.1","abc-f=HMM,fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","FDA524840-1","""CFSAN052917"",""FDA00010411"",""FDA524840-1"",""SRS1580304""",,"PDT000140191.2","2016-07-22T21:18:22Z","USA:CT","broccosprout blend broccoli clover mustard sprout","environmental/other","PDS000000308.30",0,1,"SAMN05382642","GCA_004681085.1","abc-f=HMM,fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","FDA524840-3","""CFSAN052918"",""FDA00010412"",""FDA524840-3"",""SRS1580305""",,"PDT000140192.2","2016-07-22T21:18:22Z","USA:CT","broccosprout blend broccoli clover mustard sprout","environmental/other","PDS000000308.30",1,1,"SAMN05382643","GCA_004680745.1","abc-f=HMM,fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","FDA524840-4","""CFSAN052919"",""FDA00010413"",""FDA524840-4"",""SRS1580306""",,"PDT000140193.2","2016-07-22T21:18:22Z","USA:CT","broccosprout blend broccoli clover mustard sprout","environmental/other","PDS000000308.30",0,1,"SAMN05382644","GCA_004680505.1","abc-f=HMM,fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","FDA524840-5","""CFSAN052920"",""FDA00010414"",""FDA524840-5"",""SRS1580307""",,"PDT000140194.2","2016-07-22T21:18:22Z","USA:CT","broccosprout blend broccoli clover mustard sprout","environmental/other","PDS000000308.30",0,0,"SAMN05382645","GCA_004680765.1","abc-f=HMM,fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","FDA524840-6","""CFSAN052921"",""FDA00010415"",""FDA524840-6"",""SRS1580308""",,"PDT000140195.2","2016-07-22T21:18:22Z","USA:CT","broccosprout blend broccoli clover mustard sprout","environmental/other","PDS000000308.30",0,0,"SAMN05382646","GCA_004680785.1","abc-f=HMM,fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","FDA507442-S027-001","""CFSAN079952"",""FDA00013014"",""FDA507442-S027-001"",""SRS3272852""",,"PDT000312587.2","2018-05-08T22:46:15Z","USA:CT","environmental swab","environmental/other","PDS000000308.30",3,3,"SAMN08955928","GCA_004705445.1","abc-f=HMM,fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","FDA507442-S040-001","""CFSAN079953"",""FDA00013015"",""FDA507442-S040-001"",""SRS3272853""",,"PDT000312588.2","2018-05-08T22:46:15Z","USA:CT","environmental swab","environmental/other","PDS000000308.30",0,0,"SAMN08955925","GCA_004705425.1","abc-f=HMM,fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","FDA507442-S026-001","""CFSAN079951"",""FDA00013013"",""FDA507442-S026-001"",""SRS3272854""",,"PDT000312589.2","2018-05-08T22:46:15Z","USA:CT","environmental swab","environmental/other","PDS000000308.30",2,2,"SAMN08955923","GCA_004704975.1","abc-f=HMM,fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","FDA507442-S045-001","""CFSAN079956"",""FDA00013018"",""FDA507442-S045-001"",""SRS3272947""",,"PDT000312597.2","2018-05-08T23:44:13Z","USA:CT","environmental swab","environmental/other","PDS000000308.30",4,4,"SAMN08955902","GCA_004705365.1","abc-f=HMM,fosX=COMPLETE,lin=COMPLETE",
