#Organism group,Strain,Isolate identifiers,Serovar,Isolate,Create date,Location,Isolation source,Isolation type,SNP cluster,Min-same,Min-diff,BioSample,Assembly,AMR genotypes,Computed types
"Campylobacter jejuni","CVM 22414","""CFSAN052713"",""CVM 22414"",""SRS1552976""",,"PDT000137446.2","2016-07-11T14:16:46Z","USA:CT","chicken breast","environmental/other",,,,"SAMN05363282","GCA_005100465.1",,
"Campylobacter jejuni","CVM18693","""CFSAN052369"",""CVM 18693"",""CVM18693"",""SRS1631095""",,"PDT000145208.2","2016-08-23T23:22:35Z","USA:CT","chicken breast","environmental/other",,,,"SAMN05416318","GCA_005161265.1","blaOXA-449=COMPLETE,gyrA_T86I=POINT,tet(O)=COMPLETE",
"Campylobacter jejuni","CVM18695","""CFSAN052371"",""CVM 18695"",""CVM18695"",""SRS1631096""",,"PDT000145209.2","2016-08-23T23:22:35Z","USA:CT","chicken breast","environmental/other",,,,"SAMN05416320","GCA_005106205.1","50S_L22_A103V=POINT,blaOXA-184=COMPLETE,blaOXA=COMPLETE,gyrA_T86I=POINT,tet(O)=COMPLETE",
"Campylobacter jejuni","CVM18690","""CFSAN052366"",""CVM 18690"",""CVM18690"",""SRS1631090""",,"PDT000145205.2","2016-08-23T23:22:35Z","USA:CT","chicken breast","environmental/other",,,,"SAMN05416315","GCA_005202615.1","blaOXA-460=COMPLETE,tet(O)=COMPLETE",
"Campylobacter jejuni","CVM N58696","""CVM N58696"",""SRS2099356""",,"PDT000199706.2","2017-04-05T13:40:56Z","USA:CT","chicken breast","environmental/other",,,,"SAMN06661129","GCA_005260295.1","aph(3')-VIIa=COMPLETE,blaOXA-489=COMPLETE,blaOXA=COMPLETE,tet(O)=COMPLETE",
"Campylobacter jejuni","FSIS1703341","""FSIS1703341"",""SRS2448643""",,"PDT000235441.2","2017-08-23T03:24:56Z","USA:VT","chicken carcass","environmental/other",,,,"SAMN07519820","GCA_004969165.1","tet(O)=COMPLETE",
"Campylobacter jejuni","FSIS11706914","""FSIS11706914"",""SRS2897109""",,"PDT000283057.2","2018-01-30T22:50:16Z","USA:VT","animal-swine-market swine","environmental/other",,,,"SAMN08437297","GCA_005054785.1",,
"Campylobacter jejuni","FSIS11807091","""FSIS11807091"",""SRS2898286""",,"PDT000283109.2","2018-01-31T00:45:03Z","USA:VT","animal-cattle-dairy cow","environmental/other",,,,"SAMN08437367","GCA_005051845.1",,
"Campylobacter jejuni","FSIS11811003","""FSIS11811003"",""SRS3496854""",,"PDT000340554.1","2018-07-03T01:16:13Z","USA:CT","animal-cattle-steer","environmental/other",,,,"SAMN09534573","GCA_005320705.1","blaOXA-193=COMPLETE,tet(O)=COMPLETE",
"Campylobacter jejuni","FSIS11810152","""FSIS11810152"",""SRS3436040""",,"PDT000332599.1","2018-06-19T20:04:54Z","USA:VT","chicken carcass","environmental/other",,,,"SAMN09456073","GCA_005311805.1","blaOXA-184=COMPLETE",
"Campylobacter jejuni","FSIS11813831","""FSIS11813831"",""SRS3766389""",,"PDT000375068.1","2018-09-12T03:11:35Z","USA:NH","animal-cattle-dairy cow","environmental/other",,,,"SAMN10034877","GCA_005377265.1","blaOXA-193=COMPLETE,tet(O)=COMPLETE",
"Campylobacter jejuni","FSIS11814737","""FSIS11814737"",""SRS3981228""",,"PDT000396487.1","2018-10-25T19:28:02Z","USA:VT","animal-cattle-heifer","environmental/other",,,,"SAMN10292936","GCA_003735785.1","blaOXA-193=COMPLETE,tet(O)=COMPLETE",
"Campylobacter jejuni","FSIS11815408","""FSIS11815408"",""SRS4028962""",,"PDT000404753.1","2018-11-07T22:44:53Z","USA:ME","chicken carcass","environmental/other",,,,"SAMN10392872","GCA_004886245.1","23S_A2075G=POINT,50S_L22_A103V=POINT,blaOXA-184=COMPLETE",
"Campylobacter jejuni","FSIS11815838","""FSIS11815838"",""SRS4115286""",,"PDT000414538.1","2018-12-07T18:48:25Z","USA:RI","chicken carcass","environmental/other",,,,"SAMN10520257","GCA_004835225.1","blaOXA-594=COMPLETE,tet(O)=COMPLETE",
"Campylobacter jejuni","FSIS11816044","""FSIS11816044"",""SRS4088094""",,"PDT000412093.1","2018-11-28T21:45:45Z","USA:VT","animal-cattle-dairy cow","environmental/other",,,,"SAMN10489929","GCA_004278095.1","tet(O)=COMPLETE",
"Campylobacter jejuni","FSIS11816026","""FSIS11816026"",""SRS4088122""",,"PDT000412099.1","2018-11-28T21:45:46Z","USA:RI","animal-cattle-dairy cow","environmental/other",,,,"SAMN10489911","GCA_004827105.1","blaOXA-193=COMPLETE,tet(O)=COMPLETE",
"Campylobacter jejuni","VA-WGS-16182","""CFSAN052340"",""CVM32430"",""SRS1693842"",""VA-WGS-16182""",,"PDT000148911.2","2016-09-15T19:20:10Z","USA:CT","chicken breast","environmental/other",,,,"SAMN05608011","GCA_004937615.1","blaOXA-452=COMPLETE",
"Campylobacter jejuni","FSIS1607519","""FSIS1607519"",""SRS1689510""",,"PDT000148694.2","2016-09-12T23:18:06Z","USA:MA","animal-swine-market swine","environmental/other",,,,"SAMN05763246","GCA_005107385.1","23S_A2075G=POINT,aph(3')-IIIa=COMPLETE,blaOXA=COMPLETE,blaOXA=PARTIAL_END_OF_CONTIG,tet(O)=COMPLETE",
"Campylobacter jejuni","FSIS1607577","""FSIS1607577"",""SRS1689520""",,"PDT000148704.2","2016-09-12T23:18:07Z","USA:VT","chicken carcass","environmental/other",,,,"SAMN05763268","GCA_005254065.1","blaOXA-461=COMPLETE,tet(O)=COMPLETE",
"Campylobacter jejuni","FSIS1700817","""FSIS1700817"",""SRS2151606""",,"PDT000205632.2","2017-04-28T00:16:06Z","USA:ME","animal-swine-market swine","environmental/other",,,,"SAMN06843608","GCA_004948645.1","23S_A2075G=POINT,aph(3')-IIIa=COMPLETE,blaOXA-193=COMPLETE,gyrA_T86I=POINT,tet(O)=COMPLETE",
"Campylobacter jejuni","FSIS1700810","""FSIS1700810"",""SRS2151625""",,"PDT000205644.2","2017-04-28T00:16:09Z","USA:ME","animal-swine-sow","environmental/other",,,,"SAMN06843601","GCA_005017775.1","blaOXA-193=COMPLETE,tet(O)=COMPLETE",
"Campylobacter jejuni","FSIS1700501","""FSIS1700501"",""SRS2124482""",,"PDT000201931.2","2017-04-14T18:50:37Z","USA:VT","animal-swine-sow","environmental/other",,,,"SAMN06754856","GCA_004949305.1","aadE-Cc=COMPLETE,aph(3')-IIIa=COMPLETE,blaOXA-193=COMPLETE,tet(O)=COMPLETE",
"Campylobacter jejuni","FSIS1711078","""FSIS1711078"",""SRS2105751""",,"PDT000200405.2","2017-04-06T18:41:11Z","USA:VT","animal-swine-sow","environmental/other",,,,"SAMN06620000","GCA_005206655.1","tet(O)=COMPLETE",
"Campylobacter jejuni","FSIS1711108","""FSIS1711108"",""SRS2105816""",,"PDT000200435.2","2017-04-06T20:41:36Z","USA:VT","animal-cattle-steer","environmental/other",,,,"SAMN06645965","GCA_004948565.1","blaOXA-193=COMPLETE",
"Campylobacter jejuni","CVM N62658","""CVM N62658"",""SRS2099639""",,"PDT000199989.2","2017-04-05T13:41:52Z","USA:CT","chicken breast","environmental/other",,,,"SAMN06661412","GCA_005205075.1","blaOXA-193=COMPLETE,tet(O)=COMPLETE",
"Campylobacter jejuni","FSIS11703915","""FSIS11703915"",""SRS2494492""",,"PDT000239204.2","2017-09-06T19:35:57Z","USA:ME","animal-cattle-dairy cow","environmental/other",,,,"SAMN07608054","GCA_004968225.1","blaOXA-489=COMPLETE",
"Campylobacter jejuni","CVM N16C024","""CVM N16C024"",""SRS2547476""",,"PDT000244807.2","2017-09-28T00:49:16Z","USA:CT","chicken breast","environmental/other",,,,"SAMN07633340","GCA_004973145.1","aph(3')-IIIa=COMPLETE,blaOXA-61=COMPLETE,tet(O)=COMPLETE",
"Campylobacter jejuni","FSIS11807844","""FSIS11807844"",""SRS3008838""",,"PDT000290496.2","2018-03-01T02:50:58Z","USA:ME","animal-swine-market swine","environmental/other",,,,"SAMN08624203","GCA_005055805.1","23S_A2075G=POINT,50S_L22_A103V=POINT,aph(3')-IIIa=COMPLETE,tet(O)=COMPLETE",
"Campylobacter jejuni","FSIS11807672","""FSIS11807672"",""SRS2992361""",,"PDT000288672.2","2018-02-23T00:53:37Z","USA:VT","animal-swine-market swine","environmental/other",,,,"SAMN08581797","GCA_005080045.1","aadE-Cc=COMPLETE,blaOXA-193=COMPLETE,tet(O)=COMPLETE",
"Campylobacter jejuni","WAPHL-CAM-A00041","""CFSAN051610"",""N29183"",""SRS1754288"",""WAPHL-CAM-A00041""",,"PDT000153211.2","2016-10-20T15:17:54Z","USA:CT","chicken breast","environmental/other",,,,"SAMN05249893","GCA_005200835.1","blaOXA-193=COMPLETE",
"Campylobacter jejuni","FSIS1607837","""FSIS1607837"",""SRS1742320""",,"PDT000152151.2","2016-10-12T20:23:19Z","USA:ME","animal-cattle-dairy cow","environmental/other",,,,"SAMN05900934","GCA_005202635.1","blaOXA-193=COMPLETE",
"Campylobacter jejuni","NMSU-00306","""CFSAN052550"",""CVM32440"",""NMSU-00306"",""SRS1725303""",,"PDT000151086.4","2016-11-28T20:29:09Z","USA:CT","chicken breast","environmental/other",,,,"SAMN05525205","GCA_005300535.1","50S_L22_A103V=POINT",
"Campylobacter jejuni","FSIS1607745","""FSIS1607745"",""SRS1717636""",,"PDT000150628.2","2016-09-28T19:17:52Z","USA:VT","animal-swine-market swine","environmental/other",,,,"SAMN05833052","GCA_005109765.1","blaOXA-193=COMPLETE,tet(O)=COMPLETE",
"Campylobacter jejuni","FSIS1701343","""FSIS1701343"",""SRS2184391""",,"PDT000208499.2","2017-05-12T15:44:33Z","USA:VT","animal-swine-sow","environmental/other",,,,"SAMN06948504","GCA_005015425.1","50S_L22_A103V=POINT,aph(3')-IIIa=COMPLETE,blaOXA-193=COMPLETE,tet(O)=COMPLETE",
"Campylobacter jejuni","FSIS11704536","""FSIS11704536"",""SRS2672169""",,"PDT000262628.2","2017-11-08T22:22:10Z","USA:VT","animal-cattle-dairy cow","environmental/other",,,,"SAMN08000917","GCA_005019475.1","blaOXA-193=COMPLETE,blaOXA=COMPLETE",
"Campylobacter jejuni","FSIS11816883","""FSIS11816883"",""SRS4314390""",,"PDT000457429.1","2019-02-01T00:58:06Z","USA:VT","animal-swine-market swine","environmental/other",,,,"SAMN10854956","GCA_004853305.1","aad9=PARTIAL,blaOXA-193=COMPLETE",
"Campylobacter jejuni","FSIS12213867","""FSIS12213867"",""SRS14630869""",,"PDT001387243.1","2022-08-12T22:40:12Z","USA:RI","chicken - young chicken carcass rinse (post-chill)","environmental/other",,,,"SAMN30287074","GCA_025014705.1","blaOXA-594=COMPLETE,tet(O)=COMPLETE",
"Campylobacter jejuni","FSIS32207586","""FSIS32207586"",""SRS14771381""",,"PDT001397532.1","2022-08-25T02:30:58Z","USA:ME","chicken - young chicken carcass rinse (post-chill)","environmental/other",,,,"SAMN30488421","GCA_024873445.1","aph(3')-IIIa=COMPLETE,blaOXA-193=COMPLETE,tet(O)=COMPLETE",
"Campylobacter jejuni","FSIS1710692","""FSIS1710692"",""SRS2052721""",,"PDT000193638.2","2017-03-16T23:39:35Z","USA:MA","raw intact chicken","environmental/other","PDS000098175.23",5,2,"SAMN06602810","GCA_005259295.1","50S_L22_A103V=POINT,aadE=COMPLETE,gyrA_T86I=POINT,tet(O)=COMPLETE",
"Campylobacter jejuni","FSIS1710106","""FSIS1710106"",""SRS2143798""",,"PDT000205038.2","2017-04-24T20:40:55Z","USA:ME","chicken carcass","environmental/other","PDS000098175.23",7,6,"SAMN06826821","GCA_004950205.1","50S_L22_A103V=POINT,aadE=COMPLETE,gyrA_T86I=POINT,tet(O)=COMPLETE",
"Campylobacter jejuni","FSIS1709822","""FSIS1709822"",""SRS1945064""",,"PDT000181646.2","2017-01-27T19:29:27Z","USA:ME","chicken carcass","environmental/other","PDS000010605.107",1,11,"SAMN06276921","GCA_005176225.1",,
"Campylobacter jejuni","FSIS1703021","""FSIS1703021"",""SRS2428311""",,"PDT000233122.2","2017-08-13T00:27:16Z","USA:ME","chicken carcass","environmental/other","PDS000010605.107",1,12,"SAMN07501584","GCA_005274275.1",,
"Campylobacter jejuni","CVM N16C579","""CVM N16C579"",""SRS2548014""",,"PDT000245385.2","2017-09-28T02:47:15Z","USA:CT","chicken breast","environmental/other","PDS000010605.107",10,19,"SAMN07633878","GCA_005296705.1",,
"Campylobacter jejuni","FSIS11809010","""FSIS11809010"",""SRS3172260""",,"PDT000306463.2","2018-04-16T19:05:10Z","USA:VT","animal-cattle-dairy cow","environmental/other","PDS000010605.107",2,20,"SAMN08930638","GCA_005082905.1",,
"Campylobacter jejuni","FSIS21923803","""FSIS21923803"",""SRS4540386""",,"PDT000482765.1","2019-03-26T22:55:30Z","USA:ME","chicken carcass","environmental/other","PDS000010605.107",0,16,"SAMN11260975","GCA_004913735.1",,
"Campylobacter jejuni","FSIS11919612","""FSIS11919612"",""SRS4578110""",,"PDT000485880.1","2019-04-03T22:56:11Z","USA:ME","raw intact chicken","environmental/other","PDS000010605.107",0,16,"SAMN11334746","GCA_005088865.1",,
"Campylobacter jejuni","FSIS22029763","""FSIS22029763"",""SRS7833775""",,"PDT000903402.1","2020-12-04T22:21:21Z","USA:RI","chicken carcass","environmental/other","PDS000010605.107",2,34,"SAMN17004464","GCA_015853835.1",,
"Campylobacter jejuni","FSIS11705591","""FSIS11705591"",""SRS2707084""",,"PDT000266313.2","2017-11-21T23:37:10Z","USA:ME","raw intact chicken","environmental/other","PDS000043919.51",3,2,"SAMN08051491","GCA_005189145.1","blaOXA-193=COMPLETE",
"Campylobacter jejuni","PNUSAC001644","""PNUSAC001644"",""SRS2075602""",,"PDT000198030.2","2017-03-28T16:40:58Z","USA:CT","stool","clinical","PDS000021518.31",3,9,"SAMN06644941","GCA_004945275.1","23S_A2075G=POINT,aad9=COMPLETE,aad9=PARTIAL,aadE=COMPLETE,aph(2'')-Ih=COMPLETE,aph(3')-IIIa=COMPLETE,blaOXA-193=COMPLETE,gyrA_T86I=POINT,sat4=COMPLETE,tet(O)=COMPLETE,tet(O)=PARTIAL_END_OF_CONTIG",
"Campylobacter jejuni","PNUSAC001641","""PNUSAC001641"",""SRS2075607""",,"PDT000198035.2","2017-03-28T16:40:59Z","USA:CT","stool","clinical","PDS000021518.31",1,2,"SAMN06644938","GCA_005019255.1","23S_A2075G=POINT,aad9=COMPLETE,aad9=PARTIAL,aad9=PARTIAL_END_OF_CONTIG,aadE=COMPLETE,aph(2'')-Ih=COMPLETE,aph(2'')-Ih=PARTIAL_END_OF_CONTIG,aph(3')-IIIa=COMPLETE,blaOXA-193=COMPLETE,gyrA_T86I=POINT,sat4=COMPLETE,tet(O)=COMPLETE,tet(O)=PARTIAL_END_OF_CONTIG",
"Campylobacter jejuni","FSIS11923070","""FSIS11923070"",""SRS5145188""",,"PDT000548012.1","2019-07-24T15:38:02Z","USA:ME","chicken carcass","environmental/other","PDS000020903.84",3,3,"SAMN12349582","GCA_007730985.1","50S_L22_A103V=POINT,blaOXA-184=COMPLETE,blaOXA=COMPLETE,tet(O)=COMPLETE",
"Campylobacter jejuni","FSIS11927623","""FSIS11927623"",""SRS6012987""",,"PDT000665155.1","2020-01-18T00:53:20Z","USA:MA","raw intact chicken","environmental/other","PDS000020903.84",0,2,"SAMN13878363","GCA_010310505.1","50S_L22_A103V=POINT,blaOXA-184=COMPLETE,tet(O)=COMPLETE",
"Campylobacter jejuni","FSIS22027432","""FSIS22027432"",""SRS6339774""",,"PDT000710637.1","2020-03-20T02:45:03Z","USA:ME","raw intact chicken","environmental/other","PDS000020903.84",0,6,"SAMN14405048","GCA_011749705.1","50S_L22_A103V=POINT,blaOXA-184=COMPLETE,tet(O)=COMPLETE",
"Campylobacter jejuni","FSIS32003485","""FSIS32003485"",""SRS6350153""",,"PDT000711356.1","2020-03-21T10:17:17Z","USA:ME","raw intact chicken","environmental/other","PDS000020903.84",0,6,"SAMN14419462","GCA_011721395.1","50S_L22_A103V=POINT,blaOXA-184=COMPLETE,tet(O)=COMPLETE",
"Campylobacter jejuni","FSIS12029576","""FSIS12029576"",""SRS6409146""",,"PDT000718070.1","2020-04-02T05:21:27Z","USA:ME","chicken carcass","environmental/other","PDS000020903.84",1,7,"SAMN14503136","GCA_011988985.1","50S_L22_A103V=POINT,blaOXA-184=COMPLETE,tet(O)=COMPLETE",
"Campylobacter jejuni","FSIS22027892","""FSIS22027892"",""SRS6533735""",,"PDT000725830.1","2020-04-24T20:13:00Z","USA:ME","raw intact chicken","environmental/other","PDS000020903.84",2,8,"SAMN14691756","GCA_012845735.1","50S_L22_A103V=POINT,blaOXA-184=COMPLETE,blaOXA=COMPLETE,tet(O)=COMPLETE",
"Campylobacter jejuni","FSIS12030411","""FSIS12030411"",""SRS6609409""",,"PDT000733441.1","2020-05-07T17:18:02Z","USA:MA","raw intact chicken","environmental/other","PDS000020903.84",0,4,"SAMN14848311","GCA_013124585.1","50S_L22_A103V=POINT,blaOXA-184=COMPLETE",
"Campylobacter jejuni","FSIS22028571","""FSIS22028571"",""SRS6987950""",,"PDT000785970.1","2020-07-11T22:14:21Z","USA:ME","chicken carcass","environmental/other","PDS000020903.84",0,6,"SAMN15510086","GCA_013514445.1","50S_L22_A103V=POINT,blaOXA-184=COMPLETE,tet(O)=COMPLETE",
"Campylobacter jejuni","FSIS22028839","""FSIS22028839"",""SRS7229071""",,"PDT000816963.1","2020-08-20T18:18:15Z","USA:MA","raw intact chicken","environmental/other","PDS000020903.84",2,4,"SAMN15860588","GCA_014364695.1","50S_L22_A103V=POINT,blaOXA-184=COMPLETE,tet(O)=COMPLETE",
"Campylobacter jejuni","FSIS12032576","""FSIS12032576"",""SRS7292145""",,"PDT000826862.1","2020-08-31T16:23:07Z","USA:CT","comminuted chicken","environmental/other","PDS000020903.84",5,3,"SAMN15948862","GCA_014341955.1","50S_L22_A103V=POINT,blaOXA=COMPLETE,tet(O)=COMPLETE",
"Campylobacter jejuni","FSIS12137857","""FSIS12137857"",""SRS8316106""",,"PDT000972225.1","2021-02-25T03:27:39Z","USA:MA","raw intact chicken","environmental/other","PDS000020903.84",1,3,"SAMN18053255","GCA_016940555.1","50S_L22_A103V=POINT,blaOXA-184=COMPLETE,tet(O)=COMPLETE",
"Campylobacter jejuni","FSIS12036371","""FSIS12036371"",""SRS8721983""",,"PDT001007572.1","2021-04-17T02:25:23Z","USA:CT","comminuted chicken","environmental/other","PDS000020903.84",2,8,"SAMN18779556","GCA_018078005.1","50S_L22_A103V=POINT,blaOXA-184=COMPLETE,tet(O)=COMPLETE",
"Campylobacter jejuni","FSIS12209464","""FSIS12209464"",""SRS12108308""",,"PDT001254289.1","2022-02-25T20:27:50Z","USA:MA","raw intact chicken","environmental/other","PDS000020903.84",6,8,"SAMN26262823","GCA_022399225.1","50S_L22_A103V=POINT,blaOXA-184=COMPLETE,tet(O)=COMPLETE",
"Campylobacter jejuni","FSIS12210962","""FSIS12210962"",""SRS12783380""",,"PDT001295418.1","2022-04-28T04:40:15Z","USA:ME","raw intact chicken","environmental/other","PDS000020903.84",7,13,"SAMN27923500","GCA_023506585.1","50S_L22_A103V=POINT,blaOXA-184=COMPLETE,tet(O)=COMPLETE",
"Campylobacter jejuni","FSIS22208230","""FSIS22208230"",""SRS13252206""",,"PDT001318546.1","2022-06-01T05:37:30Z","USA:MA","raw intact chicken","environmental/other","PDS000020903.84",3,3,"SAMN28794801","GCA_023618815.1","50S_L22_A103V=POINT,blaOXA-184=COMPLETE,tet(O)=COMPLETE",
"Campylobacter jejuni","FSIS22028661","""FSIS22028661"",""SRS7042888""",,"PDT000792718.1","2020-07-20T16:15:00Z","USA:ME","raw intact chicken","environmental/other","PDS000021947.55",14,16,"SAMN15582139","GCA_013445795.1","tet(O)=COMPLETE",
"Campylobacter jejuni","FSIS12139398","""FSIS12139398"",""SRS8869293""",,"PDT001019022.1","2021-05-05T17:24:28Z","USA:RI","Animal-Cattle-Dairy Cow (cecal)","environmental/other","PDS000021947.55",13,12,"SAMN19022954","GCA_018282775.1","tet(O)=COMPLETE",
"Campylobacter jejuni","0000-0091-5180","""0000-0091-5180"",""CFSAN113681"",""SRS10451293""",,"PDT001145232.1","2021-10-05T17:05:26Z","USA:MA","stool","clinical","PDS000022183.71",9,11,"SAMN22060917","GCA_020323655.1","blaOXA-193=COMPLETE",
"Campylobacter jejuni","FSIS12210019","""FSIS12210019"",""SRS12275390""",,"PDT001270678.1","2022-03-18T22:41:54Z","USA:ME","Animal-Cattle-Dairy Cow (cecal)","environmental/other","PDS000022183.71",9,28,"SAMN26798249","GCA_022655065.1","blaOXA-193=COMPLETE",
"Campylobacter jejuni","CVM N58695","""CVM N58695"",""SRS2099355""",,"PDT000199705.2","2017-04-05T13:40:56Z","USA:CT","chicken breast","environmental/other","PDS000022048.48",11,5,"SAMN06661128","GCA_005260075.1","50S_L22_A103V=POINT,gyrA_T86I=POINT,tet(O)=COMPLETE",
"Campylobacter jejuni","20CT07CB03-C1","""20CT07CB03-C1"",""SRS7273817""",,"PDT000822140.1","2020-08-27T16:16:42Z","USA:CT","chicken","environmental/other","PDS000022048.48",11,0,"SAMN15923900","GCA_014396485.1","50S_L22_A103V=POINT,gyrA_T86I=POINT,tet(O)=COMPLETE",
"Campylobacter jejuni","FSIS22131054","""FSIS22131054"",""SRS8704350""",,"PDT001005721.1","2021-04-14T22:26:41Z","USA:ME","chicken carcass","environmental/other","PDS000022744.52",26,21,"SAMN18743538","GCA_017969585.1","blaOXA-193=COMPLETE",
"Campylobacter jejuni","0000-0091-5177","""0000-0091-5177"",""CFSAN113680"",""SRS10451404""",,"PDT001145257.1","2021-10-05T17:05:32Z","USA:MA","stool","clinical","PDS000022744.52",7,5,"SAMN22060997","GCA_020323475.1","blaOXA-193=COMPLETE",
"Campylobacter jejuni","FSIS11918485","""FSIS11918485"",""SRS4556479""",,"PDT000484149.1","2019-03-29T20:59:35Z","USA:CT","animal-cattle-heifer","environmental/other","PDS000103331.4",0,2,"SAMN11288662","GCA_004916215.1","blaOXA-193=COMPLETE,tet(O)=COMPLETE",
"Campylobacter jejuni","FSIS11920193","""FSIS11920193"",""SRS4669112""",,"PDT000495387.1","2019-04-24T21:55:28Z","USA:MA","animal-cattle-steer","environmental/other","PDS000103331.4",7,6,"SAMN11491696",,"blaOXA-193=COMPLETE,tet(O)=COMPLETE",
