#Organism group,Strain,Isolate identifiers,Serovar,Isolate,Create date,Location,Isolation source,Isolation type,SNP cluster,Min-same,Min-diff,BioSample,Assembly,AMR genotypes,Computed types
"Listeria monocytogenes","CFSAN107834","""CFSAN107834"",""SRS7734266""",,"PDT000892689.1","2020-11-18T18:33:11Z","USA:TX","avocado","environmental/other",,,,"SAMN16826816","GCA_015595635.1","abc-f=HMM,fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","PNUSAL011030","""PNUSAL011030"",""SRS9662591"",""TXAWG2101123""",,"PDT001101725.1","2021-08-07T13:28:24Z","USA:TX","house salad","environmental/other",,,,"SAMN20521123","GCA_019561375.1","fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","FDA1146383-C002-006","""CFSAN113708"",""FDA1146383-C002-006"",""SRS9703950""",,"PDT001105265.1","2021-08-09T18:34:00Z","USA:TX","sliced cantaloupe","environmental/other",,,,"SAMN20669269","GCA_019486065.1","fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","FSIS22132489","""FSIS22132489"",""SRS9875979""",,"PDT001114805.1","2021-08-23T16:28:43Z","USA:TX","RTE Product","environmental/other",,,,"SAMN20930834","GCA_019722445.1","fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","FSIS32106067","""FSIS32106067"",""SRS11019561""",,"PDT001172174.1","2021-11-09T17:31:44Z","USA:TX","environmental: non-food-contact surface","environmental/other",,,,"SAMN23008905","GCA_020811335.1","fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","PNUSAL012733","""PNUSAL012733"",""SRS11474808"",""TXAWG2103245""",,"PDT001215481.1","2022-01-04T00:31:44Z","USA:TX","frozen lobster tail","environmental/other",,,,"SAMN24588140","GCA_021351475.1","abc-f=HMM,fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","FSIS12209019","""FSIS12209019"",""SRS11951018""",,"PDT001245640.1","2022-02-10T14:36:05Z","USA:TX","RTE Product","environmental/other",,,,"SAMN25820436","GCA_022176225.1","fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","FSIS22207040","""FSIS22207040"",""SRS12030434""",,"PDT001252208.1","2022-02-22T22:31:13Z","USA:TX","RTE Product","environmental/other",,,,"SAMN26011805","GCA_022356035.1","fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","FDA1113051-031-001","""CFSAN097974"",""FDA00014689"",""FDA1113051-031-001"",""SRS5362256""",,"PDT000582957.1","2019-09-09T16:28:54Z","USA:TX","environmental swab","environmental/other",,,,"SAMN12715983","GCA_008541075.1","abc-f=HMM,fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","FDA1113051-023-001","""CFSAN097972"",""FDA00014687"",""FDA1113051-023-001"",""SRS5362725""",,"PDT000582996.1","2019-09-09T17:28:00Z","USA:TX","environmental swab","environmental/other",,,,"SAMN12716097","GCA_008541115.1","fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","PNUSAL006861","""PNUSAL006861"",""SRS6087272"",""TXACF2000158""",,"PDT000673741.1","2020-02-01T02:11:45Z","USA:TX","raw cow milk","environmental/other",,,,"SAMN13961219","GCA_010093425.1","fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","CFSAN018419","""CFSAN018419"",""FSIS1400082"",""SRS651633""",,"PDT000034338.3","2014-07-01T19:04:27Z","USA:TX","environmental swab sponge non food contact surface","environmental/other","PDS000000366.504",4,24,"SAMN02850732","GCA_004391245.1","fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","FDA865624-43A","""CFSAN029526"",""FDA00008789"",""FDA865624-43A"",""SRS841944""",,"PDT000049384.2","2015-02-10T16:09:18Z","USA:TX","environmental swab","environmental/other","PDS000000366.504",14,18,"SAMN03332941","GCA_004386145.1","fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","FSIS1500979","""FSIS1500979"",""SRS1010427""",,"PDT000072739.3","2015-07-24T14:09:58Z","USA:TX","environmental: non-food-contact surface","environmental/other","PDS000000366.504",2,8,"SAMN03921955","GCA_004493265.1","fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","FSIS1500977","""FSIS1500977"",""SRS1010426""",,"PDT000072740.3","2015-07-24T14:09:58Z","USA:TX","Environmental: food-contact surface","environmental/other","PDS000000366.504",2,7,"SAMN03921953","GCA_004493285.1","fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","CFSAN033402","""CFSAN033402"",""SRS1162980""",,"PDT000094348.2","2015-11-13T21:18:56Z","USA:TX","environmental swab sponge","environmental/other","PDS000000366.504",0,29,"SAMN03702225","GCA_004504385.1","fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","CFSAN033403","""CFSAN033403"",""SRS1163100""",,"PDT000094349.2","2015-11-13T21:18:56Z","USA:TX","environmental swab sponge","environmental/other","PDS000000366.504",3,33,"SAMN03702226","GCA_004642365.1","fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","CFSAN033404","""CFSAN033404"",""SRS1163105""",,"PDT000094350.2","2015-11-13T21:18:56Z","USA:TX","environmental swab sponge","environmental/other","PDS000000366.504",3,30,"SAMN03702227","GCA_004504365.1","fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","FSIS1505194","""FSIS1505194"",""SRS1227624""",,"PDT000100880.2","2015-12-29T15:22:53Z","USA:TX","Environmental: food-contact surface","environmental/other","PDS000000366.504",1,20,"SAMN04376168","GCA_004646245.1","fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","FSIS1606867","""FSIS1606867"",""SRS1520714""",,"PDT000135406.2","2016-06-22T20:15:28Z","USA:TX","environmental: non-food-contact surface","environmental/other","PDS000000366.504",1,19,"SAMN05274305","GCA_006218905.1","fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","TX-AML1604753","""CFSAN058623"",""SRS1902254"",""TX-AML1604753""",,"PDT000176598.2","2017-01-06T21:31:30Z","USA:TX","shrimp","environmental/other","PDS000000366.504",23,24,"SAMN06142591","GCA_004592305.1","fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","CFSAN060785","""CFSAN060785"",""SRS2028224""",,"PDT000191380.2","2017-03-07T17:35:40Z","USA:TX","cooked chicken","environmental/other","PDS000000366.504",3,33,"SAMN06457932","GCA_004686905.1","fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","CFSAN060740","""CFSAN060740"",""SRS2028313""",,"PDT000191440.2","2017-03-07T17:35:49Z","USA:TX","environmental swab sponge","environmental/other","PDS000000366.504",1,30,"SAMN06459898","GCA_004686365.1","fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","CFSAN060741","""CFSAN060741"",""SRS2028316""",,"PDT000191443.2","2017-03-07T17:35:49Z","USA:TX","environmental swab sponge","environmental/other","PDS000000366.504",0,29,"SAMN06459897","GCA_004685385.1","fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","CFSAN060716","""CFSAN060716"",""SRS2028332""",,"PDT000191459.2","2017-03-07T17:35:51Z","USA:TX","environmental swab sponge","environmental/other","PDS000000366.504",4,26,"SAMN06459922","GCA_004685945.1","fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","CFSAN060715","""CFSAN060715"",""SRS2028338""",,"PDT000191465.2","2017-03-07T17:35:52Z","USA:TX","environmental swab sponge","environmental/other","PDS000000366.504",5,32,"SAMN06459923","GCA_004686985.1","fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","CFSAN060717","""CFSAN060717"",""SRS2028340""",,"PDT000191467.2","2017-03-07T17:35:52Z","USA:TX","environmental swab sponge","environmental/other","PDS000000366.504",2,31,"SAMN06459921","GCA_004685865.1","fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","CFSAN061672","""CFSAN061672"",""SRS2054733""",,"PDT000193675.2","2017-03-18T00:21:19Z","USA:TX","environmental swab sponge","environmental/other","PDS000000366.504",2,19,"SAMN06555553","GCA_004434085.1","fosX=COMPLETE,lin=COMPLETE,vanC=COMPLETE,vanR=PARTIAL_END_OF_CONTIG,vanT=PARTIAL_END_OF_CONTIG,vanXY-C=COMPLETE",
"Listeria monocytogenes","CFSAN061678","""CFSAN061678"",""SRS2054751""",,"PDT000193693.2","2017-03-18T00:21:22Z","USA:TX","environmental swab sponge","environmental/other","PDS000000366.504",15,28,"SAMN06555547","GCA_004689025.1","fosX=COMPLETE,lin=COMPLETE,vanC=COMPLETE,vanR=COMPLETE,vanS=COMPLETE,vanT=COMPLETE,vanXY-C=COMPLETE",
"Listeria monocytogenes","CFSAN061675","""CFSAN061675"",""SRS2054763""",,"PDT000193705.2","2017-03-18T00:21:25Z","USA:TX","environmental swab sponge","environmental/other","PDS000000366.504",2,19,"SAMN06555550","GCA_004384505.1","fosX=COMPLETE,lin=COMPLETE,vanC=COMPLETE,vanR=COMPLETE,vanT=PARTIAL_END_OF_CONTIG,vanXY-C=COMPLETE",
"Listeria monocytogenes","TX-ACF1700553","""CFSAN061831"",""SRS2089427"",""TX-ACF1700553""",,"PDT000198508.2","2017-03-31T19:42:22Z","USA:TX","smoked sausage","environmental/other","PDS000000366.504",14,20,"SAMN06604237","GCA_004689985.1","fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","FSIS11705739","""FSIS11705739"",""SRS2695746""",,"PDT000265117.2","2017-11-17T00:35:39Z","USA:TX","environmental: non-food-contact surface","environmental/other","PDS000000366.504",6,10,"SAMN08038014","GCA_004622055.1","fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","FSIS11707005","""FSIS11707005"",""SRS2902803""",,"PDT000283407.2","2018-01-31T19:44:51Z","USA:TX","RTE Product","environmental/other","PDS000000366.504",3,19,"SAMN08447597","GCA_004631335.1","fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","FSIS1500975","""FSIS1500975"",""SRS2902937""",,"PDT000283513.2","2018-01-31T19:45:21Z","USA:TX","Environmental: food-contact surface","environmental/other","PDS000000366.504",1,7,"SAMN08447633","GCA_004631315.1","fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","FSIS1500976","""FSIS1500976"",""SRS2903009""",,"PDT000283537.2","2018-01-31T19:45:27Z","USA:TX","Environmental: food-contact surface","environmental/other","PDS000000366.504",1,6,"SAMN08447634","GCA_004633615.1","fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","FSIS1500974","""FSIS1500974"",""SRS3349283""",,"PDT000320755.2","2018-05-29T19:00:02Z","USA:TX","Environmental: food-contact surface","environmental/other","PDS000000366.504",1,5,"SAMN09274462","GCA_004709135.1","fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","FSIS31901854","""FSIS31901854"",""SRS4661083""",,"PDT000494371.1","2019-04-23T03:56:04Z","USA:TX","environmental: non-food-contact surface","environmental/other","PDS000000366.504",16,14,"SAMN11477211","GCA_005245525.1","fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","FDA1090620-S061-007","""CFSAN095855"",""FDA00014441"",""FDA1090620-S061-007"",""SRS5109082""",,"PDT000545176.1","2019-07-17T18:31:57Z","USA:TX","environmental swab","environmental/other","PDS000000366.504",2,13,"SAMN12289865","GCA_007470475.1","fosX=COMPLETE,lin=COMPLETE",
"Listeria monocytogenes","FDA1090620-S044-006","""CFSAN095852"",""FDA00014438"",""FDA1090620-S044-006"",""SRS5109085""",,"PDT000545180.1","2019-07-17T19:32:51Z","USA:TX","environmental swab","environmental/other","PDS000000366.504",1,11,"SAMN12289948","GCA_007470495.1","fosX=COMPLETE,lin=COMPLETE",
