#Organism group,Strain,Isolate identifiers,Serovar,Isolate,Create date,Location,Isolation source,Isolation type,SNP cluster,Min-same,Min-diff,BioSample,Assembly,AMR genotypes,Computed types
"Campylobacter jejuni","FSIS1606589","""FSIS1606589"",""SRS1446695""",,"PDT000131144.2","2016-05-19T19:13:55Z","USA:CA","animal-cattle-dairy cow","environmental/other",,,,"SAMN05049806","GCA_005290825.1","blaOXA-193=COMPLETE",
"Campylobacter jejuni","RM11343","""CIG11343"",""RM11343""",,"PDT000131277.1","2016-05-16T15:51:15Z","USA: California","feces",,,,,"SAMN03737975","GCA_001643995.1",,
"Campylobacter jejuni","FSIS1606673","""FSIS1606673"",""SRS1463443""",,"PDT000131811.2","2016-05-23T22:13:35Z","USA:CA","animal-cattle-dairy cow","environmental/other",,,,"SAMN05163854","GCA_005291345.1","blaOXA-193=COMPLETE",
"Campylobacter jejuni","FSIS1606646","""FSIS1606646"",""SRS1465422""",,"PDT000132281.2","2016-05-25T07:15:25Z","USA:CA","animal-swine-sow","environmental/other",,,,"SAMN05171391","GCA_005291585.1","aadE-Cc=COMPLETE,aph(3')-IIIa=COMPLETE,blaOXA-193=COMPLETE,gyrA_T86I=POINT,tet(O)=COMPLETE",
"Campylobacter jejuni","FSIS1606667","""FSIS1606667"",""SRS1465436""",,"PDT000132295.2","2016-05-25T07:15:26Z","USA:CA","animal-cattle-beef cow","environmental/other",,,,"SAMN05171412","GCA_005292045.1","blaOXA-193=COMPLETE",
"Campylobacter jejuni","FSIS1606724","""FSIS1606724"",""SRS1474988""",,"PDT000133437.2","2016-06-01T01:15:32Z","USA:CA","animal-swine-sow","environmental/other",,,,"SAMN05189933","GCA_005292465.1","aadE-Cc=COMPLETE,blaOXA-578=COMPLETE,tet(O)=COMPLETE",
"Campylobacter jejuni","FSIS1606463","""FSIS1606463"",""SRS1475013""",,"PDT000133459.2","2016-06-01T01:15:34Z","USA:CA","animal-cattle-steer","environmental/other",,,,"SAMN05190022","GCA_005292825.1","blaOXA-193=COMPLETE",
"Campylobacter jejuni","FSIS1607083","""FSIS1607083"",""SRS1585088""",,"PDT000141029.2","2016-07-26T16:18:04Z","USA:CA","animal-swine-market swine","environmental/other",,,,"SAMN05440737","GCA_005294265.1","aadE-Cc=COMPLETE,blaOXA-489=COMPLETE,tet(O)=COMPLETE",
"Campylobacter jejuni","CVM30037","""CFSAN052251"",""CVM 30037"",""CVM30037"",""SRS1598263""",,"PDT000142922.2","2016-08-03T14:22:42Z","USA:CA","chicken breast","environmental/other",,,,"SAMN05427547","GCA_004934915.1","ant(6)-Ia=PARTIAL,aph(3')-IIIa=COMPLETE,blaOXA-193=COMPLETE,sat4=COMPLETE,tet(O)=COMPLETE,tet(O)=PARTIAL_END_OF_CONTIG",
"Campylobacter jejuni","FSIS1607151","""FSIS1607151"",""SRS1598347""",,"PDT000143016.2","2016-08-03T15:19:53Z","USA:CA","animal-cattle-dairy cow","environmental/other",,,,"SAMN05505605","GCA_005297225.1","blaOXA-461=COMPLETE",
"Campylobacter jejuni","FSIS1607144","""FSIS1607144"",""SRS1598360""",,"PDT000143029.2","2016-08-03T15:19:54Z","USA:CA","animal-swine-market swine","environmental/other",,,,"SAMN05505598","GCA_005297485.1","aph(3')-IIIa=COMPLETE,blaOXA-193=COMPLETE,tet(O)=COMPLETE",
"Campylobacter jejuni","85-387","""85-387""",,"PDT000143569.1","2016-08-05T15:12:13Z","USA: California",,"environmental/other",,,,"SAMN03741798","GCA_001699345.1",,
"Campylobacter jejuni","FSIS1607521","""FSIS1607521"",""SRS1689499""",,"PDT000148683.2","2016-09-12T23:18:05Z","USA:CA","animal-cattle-dairy cow","environmental/other",,,,"SAMN05763248","GCA_005107505.1","blaOXA-624=COMPLETE",
"Campylobacter jejuni","FSIS1607575","""FSIS1607575"",""SRS1689507""",,"PDT000148691.2","2016-09-12T23:18:06Z","USA:CA","chicken carcass","environmental/other",,,,"SAMN05763266","GCA_004936355.1","50S_L22_A103V=POINT,blaOXA-184=COMPLETE,blaOXA=COMPLETE",
"Campylobacter jejuni","FSIS1607584","""FSIS1607584"",""SRS1689513""",,"PDT000148697.2","2016-09-12T23:18:06Z","USA:CA","chicken carcass","environmental/other",,,,"SAMN05763275","GCA_004937025.1","50S_L22_A103V=POINT",
"Campylobacter jejuni","FSIS1607758","""FSIS1607758"",""SRS1717644""",,"PDT000150629.2","2016-09-28T19:17:52Z","USA:CA","animal-cattle-heifer","environmental/other",,,,"SAMN05833065","GCA_005109825.1","aad9=COMPLETE,aph(3')-IIIa=COMPLETE,blaOXA-193=COMPLETE,tet(O)=COMPLETE",
"Campylobacter jejuni","WAPHL-CAM-A00061","""CFSAN051630"",""N29468"",""SRS1716106"",""WAPHL-CAM-A00061""",,"PDT000150792.2","2016-09-29T21:18:11Z","USA:CA","chicken breast","environmental/other",,,,"SAMN05249921","GCA_005110445.1","blaOXA-193=COMPLETE",
"Campylobacter jejuni","WAPHL-CAM-A00062","""CFSAN051631"",""N29469"",""SRS1716104"",""WAPHL-CAM-A00062""",,"PDT000150793.2","2016-09-29T21:18:11Z","USA:CA","chicken breast","environmental/other",,,,"SAMN05249922","GCA_005155355.1","ant(6)-Ia=PARTIAL_END_OF_CONTIG,aph(3')-IIIa=COMPLETE,blaOXA-184=COMPLETE,gyrA_T86A=POINT,sat4=COMPLETE,tet(O)=COMPLETE",
"Campylobacter jejuni","FSIS1608062","""FSIS1608062"",""SRS1761696""",,"PDT000154184.2","2016-10-27T00:16:34Z","USA:CA","chicken carcass","environmental/other",,,,"SAMN05945133","GCA_004939025.1","23S_A2075G=POINT,aph(3')-IIIa=COMPLETE,tet(O)=COMPLETE",
"Campylobacter jejuni","FSIS1608177","""FSIS1608177"",""SRS1790431""",,"PDT000157620.2","2016-11-08T21:19:25Z","USA:CA","animal-cattle-steer","environmental/other",,,,"SAMN06005766","GCA_005156065.1","aph(3')-IIIa=COMPLETE,blaOXA-193=COMPLETE,gyrA_T86I=POINT,tet(O)=COMPLETE",
"Campylobacter jejuni","CDPHFDLB-F12M00585-a2","""16A2-E8"",""CDPHFDLB-F12M00585-a2"",""CFSAN038910"",""SRS1185781""",,"PDT000160615.1","2016-11-14T19:05:11Z","USA:CA","raw cream","environmental/other",,,,"SAMN04158370","GCA_001877125.1","23S_A2074C=POINT,blaOXA-193=COMPLETE",
"Campylobacter jejuni","CDPHFDLB-F12M00521-3k2b","""CDPHFDLB-F12M00521-3k2b"",""CFSAN045402"",""SRS1327832""",,"PDT000160652.1","2016-11-14T20:09:24Z","USA:CA","environmental swab","environmental/other",,,,"SAMN04442357","GCA_001877945.1","blaOXA-193=COMPLETE",
"Campylobacter jejuni","CDPHFDLB-F12M00558","""CDPHFDLB-F12M00558"",""CFSAN045411"",""SRS1327844""",,"PDT000160659.1","2016-11-14T20:11:30Z","USA:CA","feces (Bos taurus)","environmental/other",,,,"SAMN04442365","GCA_001878095.1","blaOXA=COMPLETE",
"Campylobacter jejuni","CDPHFDLB-F12M00566-a1","""171050112-E028-A-1"",""CDPHFDLB-F12M00566-a1"",""CFSAN047576"",""SRS1512292""",,"PDT000160671.1","2016-11-14T20:14:18Z","USA:CA","feces (Bos taurus)","environmental/other",,,,"SAMN04531989","GCA_001878335.1","blaOXA-461=COMPLETE",
"Campylobacter jejuni","FSIS1608619","""FSIS1608619"",""SRS1815773""",,"PDT000162826.2","2016-11-23T16:18:57Z","USA:CA","animal-swine-market swine","environmental/other",,,,"SAMN06050803","GCA_005174245.1","23S_A2075G=POINT,aph(3')-IIIa=COMPLETE,blaOXA-193=COMPLETE,tet(O)=COMPLETE",
"Campylobacter jejuni","RM18812","""CPIN18812"",""RM18812""",,"PDT000164396.1","2016-09-18T23:03:46Z","USA: California","California sea lion",,,,,"SAMN05514158","GCA_001730545.1",,
"Campylobacter jejuni","RM18906","""CPIN18906"",""RM18906""",,"PDT000164397.1","2016-09-18T23:03:53Z","USA: California","California sea lion",,,,,"SAMN05514160","GCA_001730535.1",,
"Campylobacter jejuni","RM18813","""CPIN18813"",""RM18813""",,"PDT000164398.1","2016-09-18T23:04:01Z","USA: California","California sea lion",,,,,"SAMN05514159","GCA_001730585.1",,
"Campylobacter jejuni","FSIS1608864","""FSIS1608864"",""SRS1847045""",,"PDT000168402.2","2016-12-09T05:31:51Z","USA:CA","raw intact chicken","environmental/other",,,,"SAMN06127098","GCA_005159045.1","aph(3')-VIIa=COMPLETE,blaOXA-489=COMPLETE,tet(O)=COMPLETE",
"Campylobacter jejuni","NMSU-00389","""CFSAN052633"",""CVM33035"",""NMSU-00389"",""SRS1935195""",,"PDT000180988.2","2017-01-23T20:29:52Z","USA:CA","chicken breast","environmental/other",,,,"SAMN05525222","GCA_005127705.1","50S_L22_A103V=POINT,tet(O)=COMPLETE",
"Campylobacter jejuni","NMSU-00381","""CFSAN052625"",""CVM33024"",""NMSU-00381"",""SRS1935200""",,"PDT000180993.2","2017-01-23T20:29:53Z","USA:CA","chicken breast","environmental/other",,,,"SAMN05525230","GCA_005164315.1","blaOXA=COMPLETE",
"Campylobacter jejuni","NMSU-00382","""CFSAN052626"",""CVM33026"",""NMSU-00382"",""SRS1935206""",,"PDT000180999.2","2017-01-23T20:29:54Z","USA:CA","chicken breast","environmental/other",,,,"SAMN05525229","GCA_005154685.1","aph(2'')-IIIa=COMPLETE,aph(3')-IIIa=COMPLETE,blaOXA=COMPLETE,tet(O)=COMPLETE",
"Campylobacter jejuni","NMSU-00377","""CFSAN052621"",""CVM33020"",""NMSU-00377"",""SRS1935207""",,"PDT000181000.2","2017-01-23T20:29:54Z","USA:CA","chicken breast","environmental/other",,,,"SAMN05525234","GCA_005127945.1","50S_L22_A103V=POINT,blaOXA-184=COMPLETE",
"Campylobacter jejuni","FSIS1609534","""FSIS1609534"",""SRS1938328""",,"PDT000181151.2","2017-01-25T16:33:00Z","USA:CA","Comminuted Turkey","environmental/other",,,,"SAMN06256280","GCA_005191035.1","blaOXA-193=COMPLETE",
"Campylobacter jejuni","FSIS1608851","""FSIS1608851"",""SRS1967165""",,"PDT000187334.2","2017-02-14T17:39:57Z","USA:CA","animal-cattle-heifer","environmental/other",,,,"SAMN06133111","GCA_005256465.1","50S_L22_A103V=POINT,blaOXA-578=COMPLETE",
"Campylobacter jejuni","FSIS1710603","""FSIS1710603"",""SRS1996024""",,"PDT000189071.2","2017-02-22T17:40:45Z","USA:CA","animal-cattle-steer","environmental/other",,,,"SAMN06368792","GCA_005163645.1","23S_A2075G=POINT,aadE-Cc=COMPLETE,blaOXA-193=COMPLETE,tet(O)=COMPLETE",
"Campylobacter jejuni","1105248","""1105248""",,"PDT000192571.1","2017-03-06T16:06:47Z","USA: Laguna Beach, California",,,,,,"SAMN05513627","GCA_002019815.1",,
"Campylobacter jejuni","RM17260","""CPIN17260"",""RM17260""",,"PDT000192662.1","2017-03-06T19:50:22Z","USA: California","abcess",,,,,"SAMN03737982","GCA_002021925.1",,
"Campylobacter jejuni","RM17261","""CPIN17261"",""RM17261""",,"PDT000192663.1","2017-03-06T19:50:50Z","USA: California","lung",,,,,"SAMN03737983","GCA_002021945.1",,
"Campylobacter jejuni","RM17262","""CPIN17262"",""RM17262""",,"PDT000192664.1","2017-03-06T19:51:25Z","USA: California","abcess fluid",,,,,"SAMN03737984","GCA_002021965.1",,
"Campylobacter jejuni","FSIS1710336","""FSIS1710336"",""SRS2049439""",,"PDT000193509.2","2017-03-16T16:39:26Z","USA:CA","chicken carcass","environmental/other",,,,"SAMN06602744","GCA_005019715.1","blaOXA-594=COMPLETE,tet(O)=COMPLETE",
"Campylobacter jejuni","CVM N58037","""CVM N58037"",""SRS2099262""",,"PDT000199612.2","2017-04-05T13:40:38Z","USA:CA","chicken breast","environmental/other",,,,"SAMN06661035","GCA_005257935.1","aph(3')-IIIa=COMPLETE,tet(O)=COMPLETE",
"Campylobacter jejuni","CVM N58039","""CVM N58039"",""SRS2099265""",,"PDT000199614.2","2017-04-05T13:40:38Z","USA:CA","chicken breast","environmental/other",,,,"SAMN06661037","GCA_004944995.1","ant(6)-Ia=PARTIAL,aph(3')-IIIa=COMPLETE,blaOXA-193=COMPLETE,sat4=COMPLETE,tet(O)=COMPLETE,tet(O)=PARTIAL_END_OF_CONTIG",
"Campylobacter jejuni","CVM N58775","""CVM N58775"",""SRS2099434""",,"PDT000199783.2","2017-04-05T13:41:13Z","USA:CA","chicken breast","environmental/other",,,,"SAMN06661206","GCA_005264675.1","aph(3')=HMM,blaOXA-460=COMPLETE,gyrA_T86I=POINT,tet(O)=COMPLETE",
"Campylobacter jejuni","CVM N59364","""CVM N59364"",""SRS2099478""",,"PDT000199828.2","2017-04-05T13:41:21Z","USA:CA","chicken breast","environmental/other",,,,"SAMN06661251","GCA_005264715.1","blaOXA-460=COMPLETE,tet(O)=COMPLETE",
"Campylobacter jejuni","FSIS1700133","""FSIS1700133"",""SRS2108677""",,"PDT000200479.2","2017-04-06T21:41:10Z","USA:CA","animal-swine-market swine","environmental/other",,,,"SAMN06677830","GCA_004949965.1","blaOXA-193=COMPLETE,tet(O)=COMPLETE",
"Campylobacter jejuni","FSIS1700312","""FSIS1700312"",""SRS2118514""",,"PDT000201612.2","2017-04-13T20:10:43Z","USA:CA","Animal-Turkey-Young Turkey","environmental/other",,,,"SAMN06691380","GCA_005190365.1","aph(3')-IIIa=COMPLETE,blaOXA-193=COMPLETE,tet(O)=COMPLETE",
"Campylobacter jejuni","FSIS1700328","""FSIS1700328"",""SRS2119656""",,"PDT000201767.2","2017-04-14T03:40:00Z","USA:CA","animal-cattle-steer","environmental/other",,,,"SAMN06704290","GCA_005267955.1","blaOXA-193=COMPLETE",
"Campylobacter jejuni","FSIS1700654","""FSIS1700654"",""SRS2124771""",,"PDT000201991.2","2017-04-14T18:50:48Z","USA:CA","animal-swine-market swine","environmental/other",,,,"SAMN06756816","GCA_005196055.1","blaOXA-193=COMPLETE,tet(O)=COMPLETE",
"Campylobacter jejuni","FSIS1700833","""FSIS1700833"",""SRS2151631""",,"PDT000205650.2","2017-04-28T00:16:10Z","USA:CA","animal-swine-sow","environmental/other",,,,"SAMN06843623","GCA_005206875.1","blaOXA-489=COMPLETE",
"Campylobacter jejuni","RM6140","""C. lanienae RM6140"",""RM6140"",""SRS1712991""",,"PDT000208994.1","2017-05-15T20:02:55Z","USA: California","feces",,,,,"SAMN05687028","GCA_002138595.1",,
"Campylobacter jejuni","RM6987","""C. lanienae RM6987"",""RM6987"",""SRS1712992""",,"PDT000208995.1","2017-05-15T20:02:59Z","USA: California","feces",,,,,"SAMN05687029","GCA_002138605.1",,
"Campylobacter jejuni","RM6995","""C. lanienae RM6995"",""RM6995"",""SRS1712994""",,"PDT000208996.1","2017-05-15T20:02:59Z","USA: California","feces",,,,,"SAMN05687030","GCA_002138615.1",,
"Campylobacter jejuni","RM6997","""C. lanienae RM6997"",""RM6997"",""SRS1712995""",,"PDT000208997.1","2017-05-15T20:03:03Z","USA: California","feces",,,,,"SAMN05687031","GCA_002138635.1",,
"Campylobacter jejuni","RM10695","""C. lanienae RM10695"",""RM10695"",""SRS1711041""",,"PDT000208998.1","2017-05-15T20:03:28Z","USA: California","feces",,,,,"SAMN05687027","GCA_002138675.1",,
"Campylobacter jejuni","RM8001","""C. lanienae RM8001"",""RM8001"",""SRS1711035""",,"PDT000209009.1","2017-05-15T20:08:32Z","USA: California","feces",,,,,"SAMN05687032","GCA_002139415.1",,
"Campylobacter jejuni","RM10079","""C. lanienae RM10079"",""RM10079"",""SRS1711036""",,"PDT000209010.1","2017-05-15T20:08:34Z","USA: California","feces",,,,,"SAMN05687026","GCA_002139425.1",,
"Campylobacter jejuni","FSIS1701764","""FSIS1701764"",""SRS2252671""",,"PDT000215796.2","2017-06-05T23:22:54Z","USA:CA","animal-swine-sow","environmental/other",,,,"SAMN07195142","GCA_005195375.1","aph(3')-IIIa=COMPLETE,blaOXA-489=COMPLETE,tet(O)=COMPLETE",
"Campylobacter jejuni","FSIS1701047","""FSIS1701047"",""SRS2284955""",,"PDT000218631.2","2017-06-15T01:09:47Z","USA:CA","raw intact chicken","environmental/other",,,,"SAMN07237888","GCA_005276195.1","aph(3')-VIIa=COMPLETE,blaOXA-594=COMPLETE,tet(O)=COMPLETE",
"Campylobacter jejuni","FSIS1702094","""FSIS1702094"",""SRS2294815""",,"PDT000219252.2","2017-06-19T16:41:21Z","USA:CA","animal-swine-market swine","environmental/other",,,,"SAMN07252170","GCA_005214725.1","aadE-Cc=COMPLETE,blaOXA-193=COMPLETE,tet(O)=COMPLETE",
"Campylobacter jejuni","FSIS1702275","""FSIS1702275"",""SRS2312139""",,"PDT000220819.2","2017-06-26T20:51:05Z","USA:CA","animal-swine-market swine","environmental/other",,,,"SAMN07276196","GCA_005205935.1","23S_A2075G=POINT,aad9=COMPLETE,ant(6)-Ia=PARTIAL,aph(3')-IIIa=COMPLETE,blaOXA=COMPLETE,sat4=COMPLETE,tet(O)=COMPLETE",
"Campylobacter jejuni","FSIS1702188","""FSIS1702188"",""SRS2330446""",,"PDT000222115.2","2017-07-01T09:42:23Z","USA:CA","chicken carcass","environmental/other",,,,"SAMN07304779","GCA_004955965.1","tet(O)=COMPLETE",
"Campylobacter jejuni","RM8705","""CSPUTB8705"",""RM8705""",,"PDT000225868.1","2017-07-18T16:55:07Z","USA: California","Cow, fecal",,,,,"SAMN03737992","GCA_002220775.1",,
"Campylobacter jejuni","jejuni","""RM1246-ERRC"",""SRS2359594"",""jejuni""",,"PDT000229865.1","2017-07-27T19:50:18Z","USA: Berkeley California","human","clinical",,,,"SAMN07304762","GCA_002234455.1","blaOXA-193=COMPLETE,tet(O)=COMPLETE",
"Campylobacter jejuni","FSIS1703041","""FSIS1703041"",""SRS2396235""",,"PDT000229960.2","2017-07-31T15:48:07Z","USA:CA","Animal-Turkey-Young Turkey","environmental/other",,,,"SAMN07427322","GCA_004965855.1","aph(3')-IIIa=COMPLETE,blaOXA-193=COMPLETE,tet(O)=COMPLETE",
"Campylobacter jejuni","FSIS1703260","""FSIS1703260"",""SRS2423353""",,"PDT000232693.2","2017-08-10T17:29:16Z","USA:CA","animal-cattle-dairy cow","environmental/other",,,,"SAMN07490402","GCA_005149065.1",,
"Campylobacter jejuni","FSIS1703428","""FSIS1703428"",""SRS2423374""",,"PDT000232714.2","2017-08-10T17:29:20Z","USA:CA","animal-cattle-steer","environmental/other",,,,"SAMN07490411","GCA_005195435.1","blaOXA-193=COMPLETE,tet(O)=COMPLETE",
"Campylobacter jejuni","CVM N16C002","""CVM N16C002"",""SRS2547456""",,"PDT000244787.2","2017-09-28T00:49:10Z","USA:CA","chicken breast","environmental/other",,,,"SAMN07633320","GCA_004972525.1","aph(3')-IIIa=COMPLETE,gyrA_T86I=POINT,tet(O)=COMPLETE",
"Campylobacter jejuni","CVM N16C008","""CVM N16C008"",""SRS2547461""",,"PDT000244793.2","2017-09-28T00:49:13Z","USA:CA","chicken breast","environmental/other",,,,"SAMN07633326","GCA_004972405.1","50S_L22_A103V=POINT,blaOXA-460=COMPLETE,tet(O)=COMPLETE",
"Campylobacter jejuni","CVM N16C011","""CVM N16C011"",""SRS2547464""",,"PDT000244795.2","2017-09-28T00:49:14Z","USA:CA","chicken breast","environmental/other",,,,"SAMN07633328","GCA_004973485.1","blaOXA-193=COMPLETE,blaOXA=COMPLETE",
"Campylobacter jejuni","CVM N16C013","""CVM N16C013"",""SRS2547465""",,"PDT000244796.2","2017-09-28T00:49:14Z","USA:CA","chicken breast","environmental/other",,,,"SAMN07633329","GCA_005216145.1","blaOXA-193=COMPLETE,gyrA_T86I=POINT",
"Campylobacter jejuni","CVM N16C021","""CVM N16C021"",""SRS2547473""",,"PDT000244804.2","2017-09-28T00:49:15Z","USA:CA","chicken breast","environmental/other",,,,"SAMN07633337","GCA_005014355.1","aph(3')-IIIa=COMPLETE,gyrA_T86I=POINT,tet(O)=COMPLETE",
"Campylobacter jejuni","CVM N16C256","""CVM N16C256"",""SRS2547703""",,"PDT000245077.2","2017-09-28T02:45:48Z","USA:CA","Chicken Legs","environmental/other",,,,"SAMN07633570","GCA_004975725.1","50S_L22_A103V=POINT,aadE-Cc=COMPLETE,blaOXA-193=COMPLETE,tet(O)=COMPLETE",
"Campylobacter jejuni","CVM N16C305","""CVM N16C305"",""SRS2547751""",,"PDT000245125.2","2017-09-28T02:46:01Z","USA:CA","Chicken Wings","environmental/other",,,,"SAMN07633618","GCA_005149685.1","50S_L22_A103V=POINT,tet(O)=COMPLETE",
"Campylobacter jejuni","CVM N16C433","""CVM N16C433"",""SRS2547876""",,"PDT000245251.2","2017-09-28T02:46:38Z","USA:CA","Chicken Thighs","environmental/other",,,,"SAMN07633744","GCA_004975485.1","blaOXA-193=COMPLETE",
"Campylobacter jejuni","FSIS11704206","""FSIS11704206"",""SRS2583712""",,"PDT000250557.2","2017-10-11T20:39:46Z","USA:CA","animal-swine-market swine","environmental/other",,,,"SAMN07775122","GCA_005015495.1","blaOXA-193=COMPLETE,tet(O)=COMPLETE",
