#Organism group,Strain,Isolate identifiers,Serovar,Isolate,Create date,Location,Isolation source,Isolation type,SNP cluster,Min-same,Min-diff,BioSample,Assembly,AMR genotypes,Computed types
"E.coli and Shigella","WG5::PA8","""SRS8462164"",""WG5::PA8""",,"PDT001303993.1","2022-05-09T12:55:51Z","USA: San Antonio-Texas",,,"PDS000012280.15",,,"SAMN18287925","GCA_023278265.1","acrF=COMPLETE,blaEC=COMPLETE,gyrA_D87G=POINT,gyrA_Q106H=POINT,mdtM=COMPLETE,parC_A108V=POINT",
"E.coli and Shigella","WG5::TT12A","""SRS8462163"",""WG5::TT12A""",,"PDT001303994.1","2022-05-09T12:56:13Z","USA: San Antonio-Texas",,,"PDS000012280.15",,,"SAMN18287927","GCA_023278285.1","acrF=COMPLETE,blaEC=COMPLETE,gyrA_D87G=POINT,gyrA_Q106H=POINT,mdtM=COMPLETE",
"E.coli and Shigella","20TX02GT08-EC","""20TX02GT08-EC"",""SRS7741615""",,"PDT000893818.1","2020-11-20T01:25:53Z","USA:TX","ground turkey","environmental/other","PDS000076274.9",20,,"SAMN16838218","GCA_015624305.1","acrF=COMPLETE,blaEC=COMPLETE,tet(A)=COMPLETE",
"E.coli and Shigella","20TX10GT06-EC","""20TX10GT06-EC"",""SRS8432197""",,"PDT000984155.1","2021-03-12T21:29:58Z","USA:TX","ground turkey","environmental/other","PDS000076274.9",20,,"SAMN18246051","GCA_017741035.1","acrF=COMPLETE,blaEC=COMPLETE,tet(A)=COMPLETE",
"E.coli and Shigella","TTU_138","""CFSAN081371"",""SRS3541018"",""TTU_138""",,"PDT000347385.2","2018-07-12T17:01:22Z","USA:TX","feces cattle","environmental/other","PDS000025667.6",1,,"SAMN09242602","GCA_012150395.1","acrF=PARTIAL,blaEC=COMPLETE,emrD=COMPLETE,mdtM=COMPLETE",
"E.coli and Shigella","TTU_139","""CFSAN081372"",""SRS3541019"",""TTU_139""",,"PDT000347386.2","2018-07-12T17:01:22Z","USA:TX","feces cattle","environmental/other","PDS000025667.6",1,,"SAMN09242605","GCA_012150435.1","acrF=PARTIAL,blaEC=COMPLETE,emrD=COMPLETE,mdtM=COMPLETE",
"E.coli and Shigella","TTU_140","""CFSAN081373"",""SRS3541034"",""TTU_140""",,"PDT000347402.2","2018-07-12T17:01:24Z","USA:TX","feces cattle","environmental/other","PDS000025667.6",1,,"SAMN09242596","GCA_012149965.1","acrF=PARTIAL,blaEC=COMPLETE,emrD=COMPLETE,mdtM=COMPLETE",
"E.coli and Shigella","TTU_168","""CFSAN081401"",""SRS3633812"",""TTU_168""",,"PDT000359056.2","2018-08-07T19:27:44Z","USA:TX","feces cattle","environmental/other","PDS000025667.6",2,,"SAMN09242587","GCA_012135055.1","acrF=PARTIAL,blaEC=COMPLETE,emrD=COMPLETE,mdtM=COMPLETE",
"E.coli and Shigella","TTU_155","""CFSAN081388"",""SRS3633935"",""TTU_155""",,"PDT000359070.2","2018-08-07T22:25:40Z","USA:TX","feces cattle","environmental/other","PDS000025667.6",1,,"SAMN09242642","GCA_012134915.1","acrF=PARTIAL,blaEC=COMPLETE,emrD=COMPLETE,mdtM=COMPLETE",
"E.coli and Shigella","TTU_148","""CFSAN081381"",""SRS3633949"",""TTU_148""",,"PDT000359076.2","2018-08-07T22:25:41Z","USA:TX","feces cattle","environmental/other","PDS000025667.6",2,,"SAMN09242639","GCA_012134895.1","acrF=PARTIAL,blaEC=COMPLETE,emrD=COMPLETE,mdtM=COMPLETE",
"E.coli and Shigella","TTU_147","""CFSAN081380"",""SRS3633953"",""TTU_147""",,"PDT000359080.2","2018-08-07T22:25:42Z","USA:TX","feces cattle","environmental/other","PDS000025667.6",6,,"SAMN09242635","GCA_012134975.1","acrF=PARTIAL,blaEC=COMPLETE,emrD=COMPLETE,mdtM=COMPLETE",
"E.coli and Shigella","TTU_151","""CFSAN081384"",""SRS3633980"",""TTU_151""",,"PDT000359100.2","2018-08-07T22:25:46Z","USA:TX","feces cattle","environmental/other","PDS000025667.6",4,,"SAMN09242630","GCA_012134935.1","acrF=PARTIAL,blaEC=COMPLETE,emrD=COMPLETE,mdtM=COMPLETE",
"E.coli and Shigella","TTU_137","""CFSAN081370"",""SRS3633981"",""TTU_137""",,"PDT000359101.2","2018-08-07T22:25:46Z","USA:TX","feces cattle","environmental/other","PDS000025667.6",2,,"SAMN09242611","GCA_012134745.1","acrF=PARTIAL,blaEC=COMPLETE,emrD=COMPLETE,mdtM=COMPLETE",
"E.coli and Shigella","TTU_142","""CFSAN081375"",""SRS3633988"",""TTU_142""",,"PDT000359105.2","2018-08-07T22:25:48Z","USA:TX","feces cattle","environmental/other","PDS000025667.6",1,,"SAMN09242582","GCA_012134715.1","acrF=PARTIAL,blaEC=COMPLETE,emrD=COMPLETE,mdtM=COMPLETE",
"E.coli and Shigella","TTU_178","""CFSAN081411"",""SRS3668668"",""TTU_178""",,"PDT000362710.2","2018-08-14T16:43:29Z","USA:TX","feces cattle","environmental/other","PDS000025667.6",2,,"SAMN09242585","GCA_012128775.1","acrF=PARTIAL,blaEC=COMPLETE,emrD=COMPLETE,mdtM=COMPLETE",
"E.coli and Shigella","PNUSAE037135","""PNUSAE037135"",""SRS5511527"",""TTU_167""",,"PDT000607825.2","2019-10-14T22:29:17Z","USA:TX","stool","environmental/other","PDS000025667.6",1,,"SAMN13027619","GCA_011844745.1","acrF=PARTIAL,blaEC=COMPLETE,emrD=COMPLETE,mdtM=COMPLETE",
"E.coli and Shigella","ADRDL-01-2-06739","""ADRDL-01-2-06739"",""CFSAN046535"",""SRS1354065""",,"PDT000119938.3","2016-03-22T15:11:06Z","USA:TX","feces (Bos taurus)","environmental/other","PDS000096790.3",25,,"SAMN04490340","GCA_012712365.1","acrF=MISTRANSLATION,blaEC=COMPLETE,mdtM=COMPLETE",
"E.coli and Shigella","TTU_146","""CFSAN081379"",""SRS3541012"",""TTU_146""",,"PDT000347378.2","2018-07-12T17:01:21Z","USA:TX","feces cattle","environmental/other","PDS000057918.1",1,,"SAMN09242615","GCA_012150455.1","blaEC=COMPLETE,mdtM=COMPLETE",
"E.coli and Shigella","TTU_134","""CFSAN081367"",""SRS3541015"",""TTU_134""",,"PDT000347381.2","2018-07-12T17:01:21Z","USA:TX","feces cattle","environmental/other","PDS000057918.1",0,,"SAMN09242911","GCA_012150535.1","blaEC=COMPLETE,mdtM=COMPLETE",
"E.coli and Shigella","TTU_145","""CFSAN081378"",""SRS3541042"",""TTU_145""",,"PDT000347411.2","2018-07-12T17:01:26Z","USA:TX","feces cattle","environmental/other","PDS000057918.1",2,,"SAMN09242616","GCA_012150375.1","blaEC=COMPLETE,mdtM=COMPLETE",
"E.coli and Shigella","TTU_154","""CFSAN081387"",""SRS3633809"",""TTU_154""",,"PDT000359057.2","2018-08-07T19:27:44Z","USA:TX","feces cattle","environmental/other","PDS000057918.1",2,,"SAMN09242645","GCA_012135035.1","blaEC=COMPLETE,mdtM=COMPLETE",
"E.coli and Shigella","TTU_157","""CFSAN081390"",""SRS3633811"",""TTU_157""",,"PDT000359059.2","2018-08-07T22:25:38Z","USA:TX","feces cattle","environmental/other","PDS000057918.1",5,,"SAMN09242595","GCA_012135075.1","blaEC=COMPLETE,mdtM=COMPLETE",
"E.coli and Shigella","TTU_162","""CFSAN081395"",""SRS3633813"",""TTU_162""",,"PDT000359060.2","2018-08-07T22:25:38Z","USA:TX","feces cattle","environmental/other","PDS000057918.1",10,,"SAMN09242591","GCA_012134995.1","blaEC=COMPLETE,mdtM=COMPLETE",
"E.coli and Shigella","TTU_159","""CFSAN081392"",""SRS3633816"",""TTU_159""",,"PDT000359063.2","2018-08-07T22:25:39Z","USA:TX","feces cattle","environmental/other","PDS000057918.1",4,,"SAMN09242598","GCA_012134955.1","blaEC=COMPLETE,mdtM=COMPLETE",
"E.coli and Shigella","TTU_161","""CFSAN081394"",""SRS3633817"",""TTU_161""",,"PDT000359064.2","2018-08-07T22:25:39Z","USA:TX","feces cattle","environmental/other","PDS000057918.1",11,,"SAMN09242588","GCA_012135015.1","blaEC=COMPLETE,mdtM=COMPLETE",
"E.coli and Shigella","TTU_158","""CFSAN081391"",""SRS3633821"",""TTU_158""",,"PDT000359068.2","2018-08-07T22:25:39Z","USA:TX","feces cattle","environmental/other","PDS000057918.1",3,,"SAMN09242600","GCA_012134855.1","blaEC=COMPLETE,mdtM=COMPLETE",
"E.coli and Shigella","TTU_169","""CFSAN081402"",""SRS3633940"",""TTU_169""",,"PDT000359071.2","2018-08-07T22:25:40Z","USA:TX","feces cattle","environmental/other","PDS000057918.1",6,,"SAMN09242586","GCA_012135115.1","blaEC=COMPLETE,mdtM=COMPLETE",
"E.coli and Shigella","TTU_133","""CFSAN081366"",""SRS3633941"",""TTU_133""",,"PDT000359072.2","2018-08-07T22:25:40Z","USA:TX","feces cattle","environmental/other","PDS000057918.1",13,,"SAMN09242906","GCA_012248125.1","blaEC=COMPLETE,mdtM=COMPLETE",
"E.coli and Shigella","TTU_165","""CFSAN081398"",""SRS3633942"",""TTU_165""",,"PDT000359073.4","2019-08-01T15:32:13Z","USA:TX","feces cattle","environmental/other","PDS000057918.1",1,,"SAMN09242628","GCA_011891845.1","blaEC=COMPLETE,mdtM=COMPLETE",
"E.coli and Shigella","TTU_160","""CFSAN081393"",""SRS3633968"",""TTU_160""",,"PDT000359091.2","2018-08-07T22:25:44Z","USA:TX","feces cattle","environmental/other","PDS000057918.1",11,,"SAMN09242590","GCA_012211205.1","blaEC=COMPLETE,mdtM=COMPLETE",
"E.coli and Shigella","TTU_149","""CFSAN081382"",""SRS3633970"",""TTU_149""",,"PDT000359092.2","2018-08-07T22:25:44Z","USA:TX","feces cattle","environmental/other","PDS000057918.1",2,,"SAMN09242637","GCA_012134875.1","blaEC=COMPLETE,mdtM=COMPLETE",
"E.coli and Shigella","TTU_153","""CFSAN081386"",""SRS3633977"",""TTU_153""",,"PDT000359099.2","2018-08-07T22:25:46Z","USA:TX","feces cattle","environmental/other","PDS000057918.1",7,,"SAMN09242618","GCA_012134815.1","blaEC=COMPLETE,mdtM=COMPLETE",
"E.coli and Shigella","TTU_144","""CFSAN081377"",""SRS3633982"",""TTU_144""",,"PDT000359102.2","2018-08-07T22:25:47Z","USA:TX","feces cattle","environmental/other","PDS000057918.1",4,,"SAMN09242623","GCA_012134795.1","blaEC=COMPLETE,mdtM=COMPLETE",
"E.coli and Shigella","TTU_132","""CFSAN081365"",""SRS3633984"",""TTU_132""",,"PDT000359103.2","2018-08-07T22:25:47Z","USA:TX","feces cattle","environmental/other","PDS000057918.1",6,,"SAMN09242907","GCA_012134775.1","blaEC=COMPLETE,mdtM=COMPLETE",
"E.coli and Shigella","TTU_143","""CFSAN081376"",""SRS3633987"",""TTU_143""",,"PDT000359104.2","2018-08-07T22:25:47Z","USA:TX","feces cattle","environmental/other","PDS000057918.1",0,,"SAMN09242624","GCA_012134735.1","blaEC=COMPLETE,mdtM=COMPLETE",
"E.coli and Shigella","TTU_156","""CFSAN081389"",""SRS3633989"",""TTU_156""",,"PDT000359106.2","2018-08-07T22:25:48Z","USA:TX","feces cattle","environmental/other","PDS000057918.1",2,,"SAMN09242636","GCA_012134695.1","blaEC=COMPLETE,mdtM=COMPLETE",
"E.coli and Shigella","TTU_175","""CFSAN081408"",""SRS3668609"",""TTU_175""",,"PDT000362688.2","2018-08-14T16:43:25Z","USA:TX","feces cattle","environmental/other","PDS000057918.1",1,,"SAMN09242655","GCA_012128795.1","blaEC=COMPLETE,mdtM=COMPLETE",
"E.coli and Shigella","TTU_177","""CFSAN081410"",""SRS3668611"",""TTU_177""",,"PDT000362689.2","2018-08-14T16:43:25Z","USA:TX","feces cattle","environmental/other","PDS000057918.1",2,,"SAMN09242581","GCA_012128815.1","blaEC=COMPLETE,mdtM=COMPLETE",
"E.coli and Shigella","TTU_173","""CFSAN081406"",""SRS3668671"",""TTU_173""",,"PDT000362712.2","2018-08-14T16:43:29Z","USA:TX","feces cattle","environmental/other","PDS000057918.1",1,,"SAMN09242640","GCA_012128715.1","blaEC=COMPLETE,mdtM=COMPLETE",
"E.coli and Shigella","TTU_174","""CFSAN081407"",""SRS3668672"",""TTU_174""",,"PDT000362713.2","2018-08-14T16:43:29Z","USA:TX","feces cattle","environmental/other","PDS000057918.1",2,,"SAMN09242644","GCA_012128695.1","blaEC=COMPLETE,mdtM=COMPLETE",
"E.coli and Shigella","TTU_171","""CFSAN081404"",""SRS3957376"",""TTU_171""",,"PDT000394009.2","2018-10-22T16:45:28Z","USA:TX","feces cattle","environmental/other","PDS000057918.1",2,,"SAMN09242648","GCA_012078695.1","blaEC=COMPLETE,mdtM=COMPLETE",
"E.coli and Shigella","TX-ACB1500606","""CFSAN039467"",""SRS1205630"",""TX-ACB1500606""",,"PDT000097330.3","2015-12-14T19:21:41Z","USA:TX","stool","clinical","PDS000033928.17",16,,"SAMN04148292","GCA_016581305.1","blaEC=COMPLETE,mdtM=COMPLETE",
"E.coli and Shigella","ST361","""2779"",""MB2388"",""SRS12965171"",""ST361""",,"PDT001378954.1","2022-08-08T19:41:35Z","USA: Houston","blood","clinical","PDS000073337.14",9,40,"SAMN28174004","GCA_024604115.1","acrF=COMPLETE,blaCTX-M-15=COMPLETE,blaEC=COMPLETE,ftsI_N337NYRIN=POINT,glpT_E448K=POINT,gyrA_D87N=POINT,gyrA_S83L=POINT,mdtM=COMPLETE,parC_E84G=POINT,parC_S80I=POINT",
"E.coli and Shigella","FSIS11917144","""FSIS11917144"",""SRS4380452""",,"PDT000467099.1","2019-02-19T22:57:00Z","USA:TX","animal-cattle-dairy cow","environmental/other","PDS000064234.11",30,15,"SAMN10967876","GCA_012190825.1","acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,blaCTX-M-55=COMPLETE,blaEC=COMPLETE,dfrA14=COMPLETE,mdtM=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE",
"E.coli and Shigella","Bacterium","""Bacterium"",""Fecal sample 1"",""SRS7992602""",,"PDT001023482.1","2021-05-10T21:27:47Z","USA: Texas","High production cow 1",,"PDS000064234.11",,,"SAMN17265940","GCA_018337235.1","acrF=COMPLETE,aph(3')-Ia=COMPLETE,blaCTX-M-55=COMPLETE,blaEC=COMPLETE,dfrA14=COMPLETE,mdtM=COMPLETE,tet(A)=COMPLETE",
"E.coli and Shigella","Bacterium","""Bacterium"",""Fecal sample 6"",""SRS7992598""",,"PDT001023487.1","2021-05-10T21:27:48Z","USA: Texas","Sick cow 2",,"PDS000064234.11",,,"SAMN17265945",,"acrF=COMPLETE,aph(3')-Ia=COMPLETE,blaCTX-M-55=COMPLETE,blaEC=COMPLETE,dfrA14=COMPLETE,mdtM=COMPLETE,tet(A)=COMPLETE",
"E.coli and Shigella","20TX09GT04-EC","""20TX09GT04-EC"",""SRS8557905""",,"PDT000990114.1","2021-03-24T06:21:37Z","USA:TX","ground turkey","environmental/other","PDS000105011.4",8,,"SAMN18445311","GCA_017578545.1","acrF=COMPLETE,blaEC=COMPLETE,blaEC=PARTIAL_END_OF_CONTIG,cyaA_S352T=POINT,marR_S3N=POINT",
"E.coli and Shigella","CVM N18EC0912","""CVM N18EC0912"",""SRS5277728""",,"PDT000565963.1","2019-08-16T15:34:41Z","USA:TX","ground turkey","environmental/other","PDS000049476.10",6,,"SAMN12359890","GCA_012993665.1","acrF=COMPLETE,blaEC=COMPLETE,cyaA_S352T=POINT,emrD=COMPLETE,mdtM=COMPLETE",
"E.coli and Shigella","FSIS1502384","""FSIS1502384"",""SRS992226""",,"PDT000069858.3","2015-07-15T00:12:50Z","USA:TX","comminuted beef","environmental/other","PDS000109790.2",0,7,"SAMN03853148","GCA_012809455.1","acrF=MISTRANSLATION,blaEC=COMPLETE,mdtM=COMPLETE",
"E.coli and Shigella","FSIS1502385","""FSIS1502385"",""SRS992231""",,"PDT000069859.3","2015-07-15T00:12:50Z","USA:TX","comminuted beef","environmental/other","PDS000109790.2",0,7,"SAMN03853149","GCA_012809535.1","acrF=MISTRANSLATION,blaEC=COMPLETE,mdtM=COMPLETE",
"E.coli and Shigella","TX-ACB1501337","""CFSAN039507"",""SRS1120575"",""TX-ACB1501337""",,"PDT000087342.3","2015-10-19T17:18:05Z","USA:TX","stool","clinical","PDS000109790.2",5,24,"SAMN04148331","GCA_012778515.1","acrF=MISTRANSLATION,blaEC=COMPLETE,mdtM=COMPLETE",
"E.coli and Shigella","TX-ACB1501358","""CFSAN039509"",""SRS1120605"",""TX-ACB1501358""",,"PDT000087344.4","2015-10-30T16:18:56Z","USA:TX","stool","clinical","PDS000109790.2",5,19,"SAMN04148333","GCA_012777475.1","acrF=MISTRANSLATION,blaEC=COMPLETE,mdtM=COMPLETE",
"E.coli and Shigella","FSIS11807429","""FSIS11807429"",""SRS2921330""",,"PDT000285437.2","2018-02-07T21:00:41Z","USA:TX","animal-cattle-heifer","environmental/other","PDS000000842.21",27,,"SAMN08472604","GCA_012261565.1","acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaEC=COMPLETE,blaTEM-1=COMPLETE,floR=COMPLETE,mdtM=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE",
"E.coli and Shigella","FSIS11918066","""FSIS11918066"",""SRS4424595""",,"PDT000471046.1","2019-03-01T19:58:58Z","USA:TX","animal-cattle-beef cow","environmental/other","PDS000000842.21",26,,"SAMN11041569","GCA_012249185.1","acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,aph(6)-Id=PARTIAL_END_OF_CONTIG,blaEC=COMPLETE,blaTEM-1=COMPLETE,floR=COMPLETE,mdtM=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE",
"E.coli and Shigella","FSIS11922286","""FSIS11922286"",""SRS5067134""",,"PDT000539278.1","2019-07-05T22:31:39Z","USA:TX","animal-cattle-heifer","environmental/other","PDS000000842.21",23,,"SAMN12221200",,"acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaEC=COMPLETE,blaTEM-1=COMPLETE,floR=COMPLETE,mdtM=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE",
"E.coli and Shigella","FSIS11922271","""FSIS11922271"",""SRS5067144""",,"PDT000539287.1","2019-07-05T22:31:40Z","USA:TX","animal-cattle-beef cow","environmental/other","PDS000000842.21",27,,"SAMN12221187","GCA_012296565.1","acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaEC=COMPLETE,blaTEM-1=COMPLETE,floR=COMPLETE,mdtM=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE",
"E.coli and Shigella","CVM N18EC1220","""CVM N18EC1220"",""SRS5277697""",,"PDT000565991.1","2019-08-16T15:34:47Z","USA:TX","Ground Beef","environmental/other","PDS000000842.21",5,,"SAMN12360025","GCA_012991965.1","acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaEC=COMPLETE,blaTEM-1=COMPLETE,floR=COMPLETE,mdtM=COMPLETE,sul2=COMPLETE,tet(C)=COMPLETE",
"E.coli and Shigella","21TX11GT08-EC","""21TX11GT08-EC"",""SRS12101017""",,"PDT001254048.1","2022-02-25T00:28:35Z","USA:TX","ground turkey","environmental/other","PDS000054135.16",9,31,"SAMN26235914","GCA_022391105.1","aac(3)-VIa=COMPLETE,aadA1=COMPLETE,acrF=COMPLETE,aph(3')-Ia=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE,sul1=COMPLETE,tet(A)=PARTIAL_END_OF_CONTIG",
"E.coli and Shigella","21TX07GB05-EC","""21TX07GB05-EC"",""SRS10176124""",,"PDT001130789.1","2021-09-16T07:33:49Z","USA:TX","ground beef","environmental/other","PDS000037861.9",15,,"SAMN21445251","GCA_020010885.1","blaEC=COMPLETE,mdtM=COMPLETE",
"E.coli and Shigella","22TX02GT05-EC","""22TX02GT05-EC"",""SRS13184488""",,"PDT001315320.1","2022-05-26T02:34:47Z","USA:TX","ground turkey","environmental/other","PDS000076974.18",8,,"SAMN28669255","GCA_023557355.1","acrF=COMPLETE,blaEC=COMPLETE,blaTEM-1=COMPLETE,glpT_E448K=POINT,parE_D475E=POINT,pmrB_E123D=POINT,tet(B)=COMPLETE",
"E.coli and Shigella","20TX07GT04-EC","""20TX07GT04-EC"",""SRS8557902""",,"PDT000990116.1","2021-03-24T06:21:37Z","USA:TX","ground turkey","environmental/other","PDS000078770.19",8,,"SAMN18445308","GCA_017578605.1","acrF=COMPLETE,blaEC=COMPLETE",
"E.coli and Shigella","21TX04GT04-EC","""21TX04GT04-EC"",""SRS9151932""",,"PDT001063358.1","2021-06-08T06:27:49Z","USA:TX","ground turkey","environmental/other","PDS000078770.19",9,,"SAMN19596306","GCA_018776825.1","acrF=COMPLETE,blaEC=COMPLETE",
"E.coli and Shigella","21TX08GT02-EC","""21TX08GT02-EC"",""SRS11704791""",,"PDT001226510.1","2022-01-19T02:36:40Z","USA:TX","ground turkey","environmental/other","PDS000078770.19",26,,"SAMN25076687","GCA_021525515.1","acrF=COMPLETE,blaEC=COMPLETE,blaHER-3=COMPLETE,blaHER=COMPLETE,glpT_E448K=POINT",
"E.coli and Shigella","CVM N19EC0449","""CVM N19EC0449"",""SRS5823317""",,"PDT000645093.1","2019-12-15T00:10:03Z","USA:TX","ground turkey","environmental/other","PDS000043973.13",12,,"SAMN12943743","GCA_012599835.1","acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaEC=COMPLETE,blaTEM-1=COMPLETE,dfrA5=COMPLETE,mdtM=COMPLETE,sul2=COMPLETE,tet(B)=COMPLETE",
"E.coli and Shigella","FSIS12105899","""FSIS12105899"",""SRS10529521""",,"PDT001149096.1","2021-10-12T05:23:50Z","USA:TX","comminuted beef","environmental/other","PDS000003650.41",,21,"SAMN22218072","GCA_020460465.1","acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE",
